Sample 0, Group score: 1, Time: 14.367 seconds
Sample 55, Group score: 0, Time: 37.339 seconds
Sample 56, Group score: 0, Time: 15.629 seconds
Sample 57, Group score: 0, Time: 22.444 seconds
Sample 58, Group score: 0, Time: 27.653 seconds
Sample 59, Group score: 0, Time: 21.66 seconds
Sample 61, Group score: 0, Time: 15.142 seconds
Sample 62, Group score: 0, Time: 19.69 seconds
Sample 63, Group score: 0, Time: 32.101 seconds
Sample 64, Group score: 0, Time: 13.448 seconds
Sample 65, Group score: 1, Time: 19.421 seconds
Sample 66, Group score: 0, Time: 24.597 seconds
Sample 67, Group score: 0, Time: 23.099 seconds
Sample 68, Group score: 0, Time: 26.328 seconds
Sample 69, Group score: 1, Time: 20.358 seconds
Sample 70, Group score: 0, Time: 35.987 seconds
Sample 71, Group score: 0, Time: 37.667 seconds
Sample 72, Group score: 0, Time: 16.949 seconds
Sample 73, Group score: 0, Time: 17.597 seconds
Sample 74, Group score: 0, Time: 23.721 seconds
Sample 75, Group score: 0, Time: 27.877 seconds
Sample 76, Group score: 1, Time: 41.098 seconds
Sample 77, Group score: 0, Time: 22.41 seconds
Sample 78, Group score: 0, Time: 26.316 seconds
Sample 79, Group score: 1, Time: 21.396 seconds
Sample 80, Group score: 0, Time: 18.436 seconds
Sample 81, Group score: 0, Time: 23.871 seconds
Sample 82, Group score: 0, Time: 25.474 seconds
Sample 83, Group score: 1, Time: 20.216 seconds
Sample 84, Group score: 0, Time: 21.141 seconds
Sample 85, Group score: 1, Time: 25.695 seconds
Sample 86, Group score: 0, Time: 29.94 seconds
Sample 87, Group score: 0, Time: 20.42 seconds
Sample 88, Group score: 1, Time: 30.337 seconds
Sample 89, Group score: 0, Time: 30.996 seconds
Sample 90, Group score: 1, Time: 14.044 seconds
Sample 91, Group score: 0, Time: 18.792 seconds
Sample 92, Group score: 0, Time: 24.281 seconds
Sample 93, Group score: 0, Time: 23.543 seconds
Sample 94, Group score: 0, Time: 33.036 seconds
Sample 95, Group score: 1, Time: 14.28 seconds
Sample 96, Group score: 0, Time: 25.605 seconds
Sample 97, Group score: 0, Time: 28.809 seconds
Sample 98, Group score: 0, Time: 23.69 seconds
Sample 99, Group score: 0, Time: 19.597 seconds
Sample 100, Group score: 0, Time: 26.014 seconds
Sample 101, Group score: 0, Time: 14.4 seconds
Sample 102, Group score: 1, Time: 18.919 seconds
Sample 103, Group score: 0, Time: 21.605 seconds
Sample 104, Group score: 1, Time: 27.563 seconds
Sample 105, Group score: 0, Time: 12.563 seconds
Sample 106, Group score: 0, Time: 13.773 seconds
Sample 107, Group score: 0, Time: 14.057 seconds
Sample 108, Group score: 0, Time: 24.022 seconds
Sample 109, Group score: 1, Time: 13.369 seconds
Sample 110, Group score: 0, Time: 19.508 seconds
Sample 111, Group score: 0, Time: 17.694 seconds
Sample 112, Group score: 0, Time: 30.767 seconds
Sample 113, Group score: 0, Time: 17.37 seconds
Sample 114, Group score: 0, Time: 18.522 seconds
Sample 115, Group score: 0, Time: 15.754 seconds
Sample 116, Group score: 0, Time: 16.232 seconds
Sample 117, Group score: 0, Time: 14.145 seconds
Sample 118, Group score: 0, Time: 30.904 seconds
Sample 119, Group score: 0, Time: 15.78 seconds
Sample 120, Group score: 1, Time: 16.524 seconds
Sample 121, Group score: 1, Time: 20.57 seconds
Sample 122, Group score: 1, Time: 26.137 seconds
Sample 123, Group score: 0, Time: 13.499 seconds
Sample 124, Group score: 1, Time: 42.669 seconds
Sample 125, Group score: 1, Time: 18.663 seconds
Sample 126, Group score: 1, Time: 48.935 seconds
Sample 127, Group score: 1, Time: 15.1 seconds
Sample 128, Group score: 0, Time: 24.579 seconds
Sample 129, Group score: 1, Time: 24.637 seconds
Sample 130, Group score: 0, Time: 18.015 seconds
Sample 131, Group score: 1, Time: 25.581 seconds
Sample 132, Group score: 1, Time: 21.258 seconds
Sample 133, Group score: 1, Time: 47.981 seconds
Sample 134, Group score: 1, Time: 21.502 seconds
Sample 135, Group score: 0, Time: 31.31 seconds
Sample 136, Group score: 1, Time: 16.4 seconds
Sample 137, Group score: 0, Time: 18.794 seconds
Sample 138, Group score: 1, Time: 21.881 seconds
Sample 139, Group score: 1, Time: 18.083 seconds
