Sample 4, Group score: 0, Time: 21.043 seconds
Sample 123, Group score: 1, Time: 27.642 seconds
Sample 128, Group score: 0, Time: 60.002 seconds
Sample 129, Group score: 0, Time: 36.94 seconds
Sample 130, Group score: 0, Time: 25.916 seconds
Sample 131, Group score: 0, Time: 60.002 seconds
Sample 132, Group score: 0, Time: 19.697 seconds
Sample 135, Group score: 0, Time: 17.123 seconds
Sample 136, Group score: 1, Time: 28.394 seconds
Sample 137, Group score: 0, Time: 60.003 seconds
Sample 138, Group score: 0, Time: 40.606 seconds
Sample 139, Group score: 0, Time: 40.476 seconds
Sample 141, Group score: 0, Time: 60.004 seconds
Sample 142, Group score: 1, Time: 21.531 seconds
Sample 143, Group score: 0, Time: 38.47 seconds
Sample 147, Group score: 0, Time: 41.418 seconds
Sample 150, Group score: 1, Time: 24.257 seconds
Sample 152, Group score: 0, Time: 45.678 seconds
Sample 153, Group score: 1, Time: 21.997 seconds
Sample 155, Group score: 0, Time: 38.001 seconds
Sample 157, Group score: 0, Time: 36.955 seconds
Sample 158, Group score: 1, Time: 27.468 seconds
Sample 162, Group score: 1, Time: 60.003 seconds
Sample 163, Group score: 1, Time: 21.726 seconds
Sample 165, Group score: 0, Time: 38.276 seconds
Sample 166, Group score: 0, Time: 22.707 seconds
Sample 167, Group score: 1, Time: 37.289 seconds
Sample 169, Group score: 0, Time: 26.171 seconds
Sample 172, Group score: 1, Time: 33.828 seconds
Sample 173, Group score: 0, Time: 33.82 seconds
Sample 174, Group score: 0, Time: 33.228 seconds
Sample 175, Group score: 0, Time: 22.968 seconds
Sample 178, Group score: 0, Time: 41.786 seconds
Sample 180, Group score: 1, Time: 60.002 seconds
Sample 183, Group score: 0, Time: 33.458 seconds
Sample 187, Group score: 0, Time: 60.001 seconds
Sample 191, Group score: 0, Time: 43.298 seconds
Sample 192, Group score: 0, Time: 37.428 seconds
Sample 193, Group score: 0, Time: 60.001 seconds
Sample 194, Group score: 0, Time: 25.224 seconds
Sample 196, Group score: 0, Time: 34.776 seconds
Sample 197, Group score: 0, Time: 29.909 seconds
Sample 199, Group score: 0, Time: 30.091 seconds
Sample 206, Group score: 0, Time: 25.33 seconds
Sample 207, Group score: 0, Time: 34.67 seconds
Sample 208, Group score: 0, Time: 20.391 seconds
Sample 210, Group score: 1, Time: 39.606 seconds
Sample 212, Group score: 1, Time: 30.703 seconds
Sample 213, Group score: 0, Time: 29.298 seconds
Sample 214, Group score: 0, Time: 25.793 seconds
Sample 216, Group score: 1, Time: 34.207 seconds
Sample 217, Group score: 0, Time: 36.088 seconds
Sample 226, Group score: 1, Time: 31.966 seconds
Sample 229, Group score: 0, Time: 59.998 seconds
Sample 231, Group score: 0, Time: 30.156 seconds
Sample 232, Group score: 0, Time: 27.593 seconds
Sample 235, Group score: 1, Time: 28.284 seconds
Sample 236, Group score: 0, Time: 60.0 seconds
Sample 237, Group score: 0, Time: 24.333 seconds
Sample 238, Group score: 0, Time: 35.665 seconds
Sample 239, Group score: 1, Time: 17.696 seconds
Sample 242, Group score: 1, Time: 42.301 seconds
Sample 243, Group score: 0, Time: 22.747 seconds
Sample 245, Group score: 1, Time: 37.254 seconds
Sample 246, Group score: 1, Time: 26.005 seconds
Sample 248, Group score: 0, Time: 33.992 seconds
Sample 251, Group score: 0, Time: 31.869 seconds
Sample 252, Group score: 1, Time: 28.129 seconds
Sample 253, Group score: 1, Time: 29.904 seconds
Sample 255, Group score: 0, Time: 30.096 seconds
Sample 256, Group score: 0, Time: 25.779 seconds
Sample 259, Group score: 0, Time: 34.218 seconds
Sample 265, Group score: 1, Time: 23.645 seconds
Sample 273, Group score: 1, Time: 19.449 seconds
Sample 276, Group score: 0, Time: 59.998 seconds
Sample 277, Group score: 0, Time: 24.421 seconds
Sample 280, Group score: 0, Time: 35.58 seconds
Sample 281, Group score: 0, Time: 39.168 seconds
Sample 282, Group score: 0, Time: 26.204 seconds
Sample 286, Group score: 1, Time: 26.2 seconds
Sample 290, Group score: 0, Time: 34.564 seconds
Sample 292, Group score: 0, Time: 59.999 seconds
Sample 293, Group score: 0, Time: 21.775 seconds
Sample 294, Group score: 0, Time: 38.222 seconds
Sample 297, Group score: 0, Time: 24.316 seconds
Sample 300, Group score: 0, Time: 42.281 seconds
Sample 304, Group score: 0, Time: 27.373 seconds
Sample 306, Group score: 0, Time: 60.0 seconds
Sample 309, Group score: 1, Time: 22.05 seconds
Sample 310, Group score: 0, Time: 37.95 seconds
Sample 311, Group score: 0, Time: 27.124 seconds
Sample 313, Group score: 1, Time: 49.01 seconds
Sample 316, Group score: 0, Time: 60.002 seconds
Sample 318, Group score: 1, Time: 21.317 seconds
Sample 319, Group score: 0, Time: 38.682 seconds
Sample 320, Group score: 0, Time: 32.747 seconds
Sample 326, Group score: 0, Time: 57.594 seconds
Sample 328, Group score: 0, Time: 59.999 seconds
Sample 330, Group score: 0, Time: 40.257 seconds
Sample 331, Group score: 0, Time: 20.798 seconds
Sample 332, Group score: 0, Time: 60.001 seconds
Sample 333, Group score: 1, Time: 48.736 seconds
Sample 337, Group score: 1, Time: 37.189 seconds
Sample 339, Group score: 1, Time: 60.002 seconds
Sample 340, Group score: 1, Time: 28.275 seconds
Sample 341, Group score: 0, Time: 60.004 seconds
Sample 345, Group score: 1, Time: 43.166 seconds
Sample 346, Group score: 1, Time: 31.061 seconds
Sample 348, Group score: 0, Time: 60.003 seconds
Sample 351, Group score: 1, Time: 34.354 seconds
Sample 355, Group score: 1, Time: 29.362 seconds
Sample 361, Group score: 0, Time: 60.002 seconds
Sample 364, Group score: 1, Time: 27.632 seconds
Sample 365, Group score: 0, Time: 32.365 seconds
Sample 366, Group score: 0, Time: 28.92 seconds
Sample 370, Group score: 1, Time: 31.081 seconds
Sample 375, Group score: 0, Time: 33.848 seconds
Sample 377, Group score: 0, Time: 33.307 seconds
Sample 379, Group score: 0, Time: 60.0 seconds
Sample 390, Group score: 1, Time: 40.114 seconds
Sample 391, Group score: 0, Time: 60.002 seconds
Sample 394, Group score: 0, Time: 22.677 seconds
Sample 397, Group score: 0, Time: 48.77 seconds
Sample 385, Group score: 0, Time: 30.427 seconds
Sample 386, Group score: 0, Time: 29.576 seconds
Sample 387, Group score: 0, Time: 30.554 seconds
Sample 385, Group score: 0, Time: 36.751 seconds
Sample 386, Group score: 0, Time: 24.952 seconds
Sample 387, Group score: 0, Time: 60.002 seconds
Sample 388, Group score: 1, Time: 23.77 seconds
Sample 389, Group score: 0, Time: 36.228 seconds
Sample 393, Group score: 1, Time: 29.444 seconds
Sample 42, Group score: 1, Time: 47.585 seconds
Sample 43, Group score: 0, Time: 28.589 seconds
Sample 268, Group score: 0, Time: 31.412 seconds
Sample 396, Group score: 0, Time: 30.116 seconds
Sample 46, Group score: 0, Time: 29.886 seconds
Sample 398, Group score: 0, Time: 23.944 seconds
Sample 119, Group score: 0, Time: 36.053 seconds
Sample 181, Group score: 0, Time: 32.144 seconds
Sample 151, Group score: 1, Time: 29.626 seconds
Sample 383, Group score: 0, Time: 36.207 seconds

Sample 0, Group score: 0, Time: 30.449 seconds
Sample 1, Group score: 0, Time: 29.919 seconds
Sample 2, Group score: 0, Time: 28.313 seconds
Sample 3, Group score: 0, Time: 25.643 seconds
Sample 6, Group score: 1, Time: 22.919 seconds
Sample 7, Group score: 1, Time: 24.582 seconds
Sample 10, Group score: 1, Time: 35.201 seconds
Sample 12, Group score: 0, Time: 20.188 seconds
Sample 14, Group score: 0, Time: 31.457 seconds
Sample 18, Group score: 0, Time: 22.336 seconds
Sample 20, Group score: 0, Time: 27.645 seconds
Sample 21, Group score: 1, Time: 25.954 seconds
Sample 26, Group score: 0, Time: 27.522 seconds
Sample 30, Group score: 1, Time: 31.099 seconds
Sample 32, Group score: 1, Time: 22.207 seconds
Sample 37, Group score: 1, Time: 34.385 seconds
Sample 38, Group score: 0, Time: 32.596 seconds
Sample 39, Group score: 0, Time: 27.633 seconds
Sample 40, Group score: 0, Time: 26.115 seconds
Sample 41, Group score: 0, Time: 36.006 seconds
Sample 44, Group score: 0, Time: 27.953 seconds
Sample 45, Group score: 1, Time: 26.537 seconds
Sample 47, Group score: 0, Time: 27.964 seconds
Sample 51, Group score: 1, Time: 26.172 seconds
Sample 52, Group score: 1, Time: 42.014 seconds
Sample 53, Group score: 0, Time: 26.543 seconds
Sample 54, Group score: 0, Time: 29.209 seconds
Sample 56, Group score: 0, Time: 22.415 seconds
Sample 60, Group score: 0, Time: 27.916 seconds
Sample 61, Group score: 1, Time: 24.557 seconds
Sample 64, Group score: 0, Time: 35.906 seconds
Sample 66, Group score: 0, Time: 32.128 seconds
Sample 68, Group score: 0, Time: 30.117 seconds
Sample 70, Group score: 1, Time: 35.069 seconds
Sample 71, Group score: 0, Time: 24.119 seconds
Sample 79, Group score: 0, Time: 33.086 seconds
Sample 82, Group score: 0, Time: 25.449 seconds
Sample 88, Group score: 1, Time: 24.636 seconds
Sample 89, Group score: 0, Time: 20.667 seconds
Sample 92, Group score: 1, Time: 26.469 seconds
Sample 93, Group score: 0, Time: 24.959 seconds
Sample 94, Group score: 1, Time: 20.072 seconds
Sample 97, Group score: 1, Time: 34.473 seconds
Sample 99, Group score: 1, Time: 18.667 seconds
Sample 100, Group score: 0, Time: 45.734 seconds
Sample 101, Group score: 1, Time: 35.966 seconds
Sample 106, Group score: 1, Time: 26.811 seconds
Sample 107, Group score: 0, Time: 29.996 seconds
Sample 108, Group score: 1, Time: 34.015 seconds
Sample 111, Group score: 1, Time: 31.917 seconds
Sample 117, Group score: 0, Time: 23.394 seconds
Sample 118, Group score: 0, Time: 22.703 seconds
Sample 120, Group score: 1, Time: 22.358 seconds
Sample 121, Group score: 1, Time: 33.113 seconds
Sample 124, Group score: 1, Time: 28.903 seconds
Sample 125, Group score: 0, Time: 37.485 seconds
Sample 126, Group score: 0, Time: 29.598 seconds
Sample 127, Group score: 1, Time: 22.981 seconds
Sample 133, Group score: 0, Time: 30.001 seconds
Sample 134, Group score: 1, Time: 28.303 seconds
Sample 140, Group score: 1, Time: 23.13 seconds
Sample 144, Group score: 0, Time: 25.249 seconds
Sample 145, Group score: 0, Time: 27.439 seconds
Sample 146, Group score: 0, Time: 36.598 seconds
Sample 148, Group score: 0, Time: 30.206 seconds
Sample 149, Group score: 0, Time: 35.79 seconds
Sample 154, Group score: 1, Time: 25.002 seconds
Sample 156, Group score: 0, Time: 39.66 seconds
Sample 159, Group score: 0, Time: 31.246 seconds
Sample 160, Group score: 0, Time: 30.126 seconds
Sample 161, Group score: 0, Time: 28.156 seconds
Sample 164, Group score: 0, Time: 39.535 seconds
Sample 168, Group score: 0, Time: 24.201 seconds
Sample 170, Group score: 1, Time: 38.149 seconds
Sample 171, Group score: 0, Time: 28.663 seconds
Sample 176, Group score: 0, Time: 23.562 seconds
Sample 177, Group score: 0, Time: 44.587 seconds
Sample 179, Group score: 1, Time: 29.437 seconds
Sample 182, Group score: 0, Time: 35.566 seconds
Sample 184, Group score: 0, Time: 24.115 seconds
Sample 185, Group score: 1, Time: 27.884 seconds
Sample 186, Group score: 0, Time: 33.986 seconds
Sample 188, Group score: 0, Time: 20.067 seconds
Sample 189, Group score: 0, Time: 65.32 seconds
Sample 190, Group score: 0, Time: 23.662 seconds
Sample 195, Group score: 1, Time: 29.522 seconds
Sample 198, Group score: 0, Time: 30.698 seconds
Sample 200, Group score: 0, Time: 26.491 seconds
Sample 201, Group score: 0, Time: 29.24 seconds
Sample 202, Group score: 1, Time: 20.766 seconds
Sample 203, Group score: 0, Time: 23.388 seconds
Sample 204, Group score: 1, Time: 24.691 seconds
Sample 205, Group score: 1, Time: 21.99 seconds
Sample 209, Group score: 0, Time: 25.498 seconds
Sample 211, Group score: 1, Time: 48.997 seconds
Sample 215, Group score: 0, Time: 43.119 seconds
Sample 218, Group score: 0, Time: 35.478 seconds
Sample 219, Group score: 1, Time: 24.346 seconds
Sample 220, Group score: 0, Time: 23.31 seconds
Sample 221, Group score: 1, Time: 34.114 seconds
Sample 222, Group score: 0, Time: 48.293 seconds
Sample 223, Group score: 0, Time: 26.233 seconds
Sample 224, Group score: 1, Time: 29.88 seconds
Sample 225, Group score: 0, Time: 29.691 seconds
Sample 227, Group score: 1, Time: 26.246 seconds
Sample 228, Group score: 1, Time: 23.645 seconds
Sample 230, Group score: 0, Time: 36.609 seconds
Sample 233, Group score: 0, Time: 21.595 seconds
Sample 234, Group score: 0, Time: 53.38 seconds
Sample 240, Group score: 0, Time: 35.332 seconds
Sample 241, Group score: 0, Time: 29.68 seconds
Sample 244, Group score: 0, Time: 37.746 seconds
Sample 247, Group score: 1, Time: 22.434 seconds
Sample 249, Group score: 1, Time: 20.69 seconds
Sample 250, Group score: 1, Time: 22.263 seconds
Sample 254, Group score: 0, Time: 21.63 seconds
Sample 257, Group score: 0, Time: 25.884 seconds
Sample 258, Group score: 0, Time: 20.786 seconds
Sample 260, Group score: 0, Time: 26.305 seconds
Sample 261, Group score: 1, Time: 26.635 seconds
Sample 262, Group score: 0, Time: 21.059 seconds
Sample 384, Group score: 1, Time: 25.926 seconds
Sample 263, Group score: 0, Time: 32.186 seconds
Sample 264, Group score: 1, Time: 31.293 seconds
Sample 392, Group score: 0, Time: 26.075 seconds
Sample 266, Group score: 0, Time: 28.429 seconds
Sample 267, Group score: 0, Time: 30.705 seconds
Sample 395, Group score: 0, Time: 25.891 seconds
Sample 269, Group score: 0, Time: 20.612 seconds
Sample 270, Group score: 1, Time: 27.268 seconds
Sample 271, Group score: 1, Time: 22.751 seconds
Sample 272, Group score: 1, Time: 24.647 seconds
Sample 399, Group score: 0, Time: 38.828 seconds
Sample 274, Group score: 0, Time: 42.764 seconds
Sample 275, Group score: 0, Time: 34.733 seconds
Sample 278, Group score: 0, Time: 41.354 seconds
Sample 279, Group score: 0, Time: 33.412 seconds
Sample 283, Group score: 0, Time: 37.419 seconds
Sample 284, Group score: 0, Time: 23.217 seconds
Sample 285, Group score: 0, Time: 31.3 seconds
Sample 287, Group score: 0, Time: 26.146 seconds
Sample 288, Group score: 0, Time: 24.174 seconds
Sample 289, Group score: 0, Time: 34.02 seconds
Sample 291, Group score: 0, Time: 33.029 seconds
Sample 295, Group score: 0, Time: 25.793 seconds
Sample 296, Group score: 0, Time: 30.538 seconds
Sample 298, Group score: 1, Time: 31.291 seconds
Sample 299, Group score: 0, Time: 23.193 seconds
Sample 301, Group score: 0, Time: 26.107 seconds
Sample 302, Group score: 1, Time: 21.583 seconds
Sample 303, Group score: 0, Time: 32.49 seconds
Sample 305, Group score: 1, Time: 22.287 seconds
Sample 307, Group score: 0, Time: 28.588 seconds
Sample 308, Group score: 0, Time: 25.649 seconds
Sample 312, Group score: 0, Time: 28.547 seconds
Sample 314, Group score: 0, Time: 21.26 seconds
Sample 315, Group score: 0, Time: 30.928 seconds
Sample 317, Group score: 0, Time: 34.932 seconds
Sample 321, Group score: 0, Time: 30.111 seconds
Sample 322, Group score: 0, Time: 30.027 seconds
Sample 323, Group score: 0, Time: 23.361 seconds
Sample 324, Group score: 0, Time: 23.443 seconds
Sample 325, Group score: 0, Time: 30.72 seconds
Sample 327, Group score: 0, Time: 27.138 seconds
Sample 329, Group score: 0, Time: 26.57 seconds
Sample 334, Group score: 0, Time: 28.113 seconds
Sample 335, Group score: 1, Time: 34.585 seconds
Sample 336, Group score: 0, Time: 42.957 seconds
Sample 338, Group score: 0, Time: 29.587 seconds
Sample 342, Group score: 0, Time: 26.599 seconds
Sample 343, Group score: 0, Time: 26.341 seconds
Sample 344, Group score: 0, Time: 26.992 seconds
Sample 347, Group score: 0, Time: 26.773 seconds
Sample 349, Group score: 0, Time: 25.637 seconds
Sample 350, Group score: 0, Time: 23.984 seconds
Sample 352, Group score: 0, Time: 24.31 seconds
Sample 353, Group score: 0, Time: 38.476 seconds
Sample 354, Group score: 0, Time: 26.285 seconds
Sample 356, Group score: 0, Time: 32.301 seconds
Sample 357, Group score: 0, Time: 36.045 seconds
Sample 358, Group score: 1, Time: 35.02 seconds
Sample 359, Group score: 1, Time: 32.738 seconds
Sample 360, Group score: 1, Time: 29.354 seconds
Sample 362, Group score: 0, Time: 27.262 seconds
Sample 363, Group score: 1, Time: 33.554 seconds
Sample 367, Group score: 0, Time: 29.893 seconds
Sample 368, Group score: 1, Time: 24.109 seconds
Sample 369, Group score: 0, Time: 25.724 seconds
Sample 371, Group score: 0, Time: 30.405 seconds
Sample 372, Group score: 0, Time: 30.653 seconds
Sample 373, Group score: 0, Time: 22.282 seconds
Sample 374, Group score: 1, Time: 37.202 seconds
Sample 376, Group score: 0, Time: 24.933 seconds
Sample 378, Group score: 1, Time: 27.523 seconds
Sample 380, Group score: 1, Time: 22.382 seconds
Sample 381, Group score: 0, Time: 33.874 seconds
Sample 382, Group score: 0, Time: 26.338 seconds
