Sample 0, Group score: 0, Time: 21.81 seconds
Sample 87, Group score: 0, Time: 25.11 seconds
Sample 88, Group score: 0, Time: 31.878 seconds
Sample 89, Group score: 0, Time: 20.819 seconds
Sample 90, Group score: 1, Time: 34.866 seconds
Sample 91, Group score: 1, Time: 24.187 seconds
Sample 92, Group score: 1, Time: 21.428 seconds
Sample 93, Group score: 1, Time: 22.438 seconds
Sample 94, Group score: 1, Time: 19.602 seconds
Sample 95, Group score: 0, Time: 16.802 seconds
Sample 96, Group score: 1, Time: 23.338 seconds
Sample 97, Group score: 1, Time: 30.351 seconds
Sample 98, Group score: 1, Time: 28.504 seconds
Sample 99, Group score: 1, Time: 38.033 seconds
Sample 100, Group score: 0, Time: 29.709 seconds
Sample 101, Group score: 0, Time: 31.455 seconds
Sample 102, Group score: 1, Time: 20.688 seconds
Sample 103, Group score: 0, Time: 33.601 seconds
Sample 104, Group score: 1, Time: 23.483 seconds
Sample 105, Group score: 1, Time: 24.869 seconds
Sample 106, Group score: 1, Time: 28.367 seconds
Sample 107, Group score: 1, Time: 47.316 seconds
Sample 108, Group score: 0, Time: 24.45 seconds
Sample 109, Group score: 1, Time: 25.881 seconds
Sample 110, Group score: 1, Time: 16.4 seconds
Sample 111, Group score: 0, Time: 27.785 seconds
Sample 112, Group score: 0, Time: 29.958 seconds
Sample 113, Group score: 1, Time: 32.152 seconds
Sample 114, Group score: 0, Time: 26.161 seconds
Sample 115, Group score: 1, Time: 19.803 seconds
Sample 116, Group score: 1, Time: 35.771 seconds
Sample 117, Group score: 0, Time: 24.977 seconds
Sample 118, Group score: 1, Time: 27.088 seconds
Sample 119, Group score: 1, Time: 25.41 seconds
Sample 120, Group score: 0, Time: 30.958 seconds
Sample 121, Group score: 1, Time: 34.46 seconds
Sample 122, Group score: 1, Time: 31.067 seconds
Sample 123, Group score: 1, Time: 21.705 seconds
Sample 124, Group score: 1, Time: 34.482 seconds
Sample 125, Group score: 0, Time: 23.863 seconds
Sample 126, Group score: 0, Time: 18.062 seconds
Sample 127, Group score: 1, Time: 19.728 seconds
Sample 128, Group score: 0, Time: 26.926 seconds
Sample 129, Group score: 0, Time: 27.656 seconds
Sample 130, Group score: 0, Time: 23.725 seconds
Sample 131, Group score: 0, Time: 24.852 seconds
Sample 132, Group score: 1, Time: 23.02 seconds
Sample 133, Group score: 1, Time: 25.537 seconds
Sample 134, Group score: 0, Time: 39.192 seconds
Sample 135, Group score: 0, Time: 25.523 seconds
Sample 136, Group score: 1, Time: 24.488 seconds
Sample 137, Group score: 0, Time: 34.943 seconds
Sample 138, Group score: 1, Time: 25.836 seconds
Sample 139, Group score: 0, Time: 26.632 seconds
Sample 140, Group score: 1, Time: 259.526 seconds
Sample 141, Group score: 1, Time: 29.155 seconds
Sample 142, Group score: 1, Time: 28.793 seconds
Sample 143, Group score: 1, Time: 37.773 seconds
Sample 144, Group score: 0, Time: 21.701 seconds
Sample 145, Group score: 0, Time: 26.521 seconds
Sample 146, Group score: 1, Time: 25.608 seconds
Sample 147, Group score: 1, Time: 33.107 seconds
Sample 148, Group score: 0, Time: 34.994 seconds
Sample 149, Group score: 0, Time: 31.487 seconds
Sample 150, Group score: 0, Time: 29.135 seconds
Sample 151, Group score: 1, Time: 28.707 seconds
Sample 152, Group score: 0, Time: 20.098 seconds
Sample 153, Group score: 0, Time: 25.393 seconds
Sample 154, Group score: 1, Time: 29.464 seconds
Sample 155, Group score: 0, Time: 28.949 seconds
Sample 156, Group score: 0, Time: 31.335 seconds
Sample 157, Group score: 0, Time: 31.819 seconds
Sample 158, Group score: 1, Time: 24.118 seconds
Sample 159, Group score: 0, Time: 25.664 seconds
Sample 160, Group score: 1, Time: 20.69 seconds
Sample 161, Group score: 1, Time: 25.73 seconds
Sample 162, Group score: 1, Time: 34.638 seconds
Sample 163, Group score: 1, Time: 33.326 seconds
Sample 164, Group score: 0, Time: 25.424 seconds
Sample 165, Group score: 0, Time: 33.856 seconds
Sample 166, Group score: 0, Time: 25.426 seconds
Sample 167, Group score: 1, Time: 21.934 seconds
Sample 168, Group score: 0, Time: 26.051 seconds
Sample 169, Group score: 0, Time: 27.269 seconds
Sample 170, Group score: 1, Time: 20.412 seconds
Sample 171, Group score: 0, Time: 15.778 seconds
Sample 172, Group score: 1, Time: 27.004 seconds
Sample 173, Group score: 1, Time: 28.427 seconds
Sample 174, Group score: 0, Time: 52.499 seconds
Sample 175, Group score: 1, Time: 27.845 seconds
Sample 176, Group score: 0, Time: 25.564 seconds
Sample 177, Group score: 1, Time: 24.003 seconds
Sample 178, Group score: 0, Time: 29.08 seconds
Sample 179, Group score: 0, Time: 27.805 seconds
Sample 180, Group score: 0, Time: 22.211 seconds
Sample 181, Group score: 0, Time: 34.119 seconds
Sample 182, Group score: 0, Time: 24.277 seconds
Sample 183, Group score: 0, Time: 30.008 seconds
Sample 184, Group score: 0, Time: 49.704 seconds
Sample 185, Group score: 0, Time: 23.429 seconds
Sample 186, Group score: 0, Time: 34.498 seconds
Sample 187, Group score: 0, Time: 30.125 seconds
Sample 188, Group score: 0, Time: 20.892 seconds
Sample 189, Group score: 0, Time: 32.28 seconds
Sample 190, Group score: 0, Time: 29.986 seconds
Sample 191, Group score: 0, Time: 20.094 seconds
Sample 192, Group score: 0, Time: 31.975 seconds
Sample 193, Group score: 0, Time: 41.913 seconds
Sample 194, Group score: 1, Time: 19.629 seconds
Sample 195, Group score: 1, Time: 30.809 seconds
Sample 196, Group score: 0, Time: 29.512 seconds
Sample 197, Group score: 0, Time: 25.983 seconds
Sample 198, Group score: 0, Time: 53.202 seconds
Sample 199, Group score: 0, Time: 30.215 seconds
Sample 200, Group score: 0, Time: 30.126 seconds
Sample 201, Group score: 0, Time: 26.965 seconds
Sample 202, Group score: 1, Time: 24.731 seconds
Sample 203, Group score: 0, Time: 19.476 seconds
Sample 204, Group score: 1, Time: 37.009 seconds
Sample 205, Group score: 1, Time: 15.946 seconds
Sample 206, Group score: 0, Time: 25.517 seconds
Sample 207, Group score: 0, Time: 31.951 seconds
Sample 208, Group score: 0, Time: 13.932 seconds
Sample 209, Group score: 0, Time: 28.203 seconds
Sample 210, Group score: 0, Time: 26.768 seconds
Sample 211, Group score: 0, Time: 42.346 seconds
Sample 212, Group score: 1, Time: 33.07 seconds
Sample 213, Group score: 0, Time: 30.209 seconds
Sample 214, Group score: 0, Time: 31.749 seconds
Sample 215, Group score: 0, Time: 25.268 seconds
Sample 216, Group score: 0, Time: 36.297 seconds
Sample 217, Group score: 0, Time: 35.754 seconds
Sample 218, Group score: 0, Time: 23.134 seconds
Sample 219, Group score: 1, Time: 26.641 seconds
Sample 220, Group score: 0, Time: 27.322 seconds
Sample 221, Group score: 1, Time: 32.35 seconds
Sample 222, Group score: 0, Time: 22.96 seconds
Sample 223, Group score: 0, Time: 16.042 seconds
Sample 224, Group score: 1, Time: 26.759 seconds
Sample 225, Group score: 0, Time: 23.406 seconds
Sample 226, Group score: 0, Time: 25.415 seconds
Sample 227, Group score: 0, Time: 22.822 seconds
Sample 228, Group score: 0, Time: 28.911 seconds
Sample 229, Group score: 0, Time: 26.81 seconds
Sample 230, Group score: 0, Time: 30.417 seconds
Sample 231, Group score: 1, Time: 25.922 seconds
Sample 232, Group score: 0, Time: 26.415 seconds
Sample 233, Group score: 0, Time: 26.84 seconds
Sample 234, Group score: 0, Time: 23.942 seconds
Sample 235, Group score: 1, Time: 51.196 seconds
Sample 236, Group score: 0, Time: 18.635 seconds
Sample 237, Group score: 0, Time: 35.303 seconds
Sample 238, Group score: 0, Time: 57.713 seconds
Sample 239, Group score: 0, Time: 21.917 seconds
Sample 240, Group score: 1, Time: 34.748 seconds
Sample 241, Group score: 0, Time: 32.652 seconds
Sample 242, Group score: 0, Time: 26.132 seconds
Sample 243, Group score: 0, Time: 19.058 seconds
Sample 244, Group score: 0, Time: 21.368 seconds
Sample 245, Group score: 0, Time: 18.869 seconds
Sample 246, Group score: 1, Time: 23.071 seconds
Sample 247, Group score: 1, Time: 24.704 seconds
Sample 248, Group score: 0, Time: 22.116 seconds
Sample 249, Group score: 0, Time: 27.003 seconds
Sample 250, Group score: 1, Time: 18.729 seconds
Sample 251, Group score: 0, Time: 28.042 seconds
Sample 252, Group score: 1, Time: 16.961 seconds
Sample 253, Group score: 0, Time: 27.7 seconds
Sample 254, Group score: 0, Time: 17.59 seconds
Sample 255, Group score: 0, Time: 27.092 seconds
Sample 256, Group score: 0, Time: 26.392 seconds
Sample 257, Group score: 0, Time: 31.067 seconds
Sample 258, Group score: 1, Time: 19.024 seconds
Sample 259, Group score: 1, Time: 22.94 seconds
Sample 260, Group score: 0, Time: 31.944 seconds
Sample 261, Group score: 1, Time: 30.606 seconds
Sample 262, Group score: 0, Time: 24.956 seconds
Sample 263, Group score: 0, Time: 26.773 seconds
Sample 264, Group score: 0, Time: 20.977 seconds
Sample 265, Group score: 0, Time: 27.34 seconds
Sample 266, Group score: 0, Time: 29.3 seconds
Sample 267, Group score: 0, Time: 17.968 seconds
Sample 268, Group score: 0, Time: 20.673 seconds
Sample 269, Group score: 1, Time: 21.387 seconds
Sample 270, Group score: 1, Time: 27.007 seconds
Sample 271, Group score: 0, Time: 32.805 seconds
Sample 272, Group score: 1, Time: 21.601 seconds
Sample 273, Group score: 0, Time: 28.735 seconds
Sample 274, Group score: 0, Time: 18.978 seconds
Sample 275, Group score: 0, Time: 47.676 seconds
Sample 276, Group score: 0, Time: 35.799 seconds
Sample 277, Group score: 1, Time: 28.682 seconds
Sample 278, Group score: 0, Time: 23.734 seconds
Sample 279, Group score: 0, Time: 27.532 seconds
Sample 280, Group score: 0, Time: 24.947 seconds
Sample 281, Group score: 0, Time: 48.063 seconds
Sample 282, Group score: 0, Time: 15.07 seconds
Sample 283, Group score: 0, Time: 24.292 seconds
Sample 284, Group score: 1, Time: 20.426 seconds
Sample 285, Group score: 0, Time: 23.064 seconds
Sample 286, Group score: 0, Time: 24.294 seconds
Sample 287, Group score: 0, Time: 24.612 seconds
Sample 288, Group score: 0, Time: 25.133 seconds
Sample 289, Group score: 0, Time: 22.294 seconds
Sample 290, Group score: 0, Time: 31.204 seconds
Sample 291, Group score: 1, Time: 32.327 seconds
Sample 292, Group score: 0, Time: 70.02 seconds
Sample 293, Group score: 0, Time: 27.717 seconds
Sample 294, Group score: 0, Time: 29.799 seconds
Sample 295, Group score: 1, Time: 18.947 seconds
Sample 296, Group score: 0, Time: 25.142 seconds
Sample 297, Group score: 0, Time: 22.065 seconds
Sample 298, Group score: 0, Time: 36.648 seconds
Sample 299, Group score: 0, Time: 25.877 seconds
Sample 300, Group score: 0, Time: 33.408 seconds
Sample 301, Group score: 1, Time: 27.965 seconds
Sample 302, Group score: 0, Time: 29.369 seconds
Sample 303, Group score: 1, Time: 20.346 seconds
Sample 304, Group score: 0, Time: 16.319 seconds
Sample 305, Group score: 0, Time: 27.081 seconds
Sample 306, Group score: 1, Time: 31.796 seconds
Sample 307, Group score: 0, Time: 19.853 seconds
Sample 308, Group score: 0, Time: 21.09 seconds
Sample 309, Group score: 0, Time: 17.906 seconds
Sample 310, Group score: 0, Time: 59.074 seconds
Sample 311, Group score: 0, Time: 24.877 seconds
Sample 312, Group score: 1, Time: 20.466 seconds
Sample 313, Group score: 1, Time: 18.151 seconds
Sample 314, Group score: 0, Time: 18.532 seconds
Sample 315, Group score: 1, Time: 34.339 seconds
Sample 316, Group score: 0, Time: 24.939 seconds
Sample 317, Group score: 0, Time: 40.569 seconds
Sample 318, Group score: 1, Time: 18.55 seconds
Sample 319, Group score: 1, Time: 23.72 seconds
Sample 320, Group score: 0, Time: 26.619 seconds
Sample 321, Group score: 0, Time: 24.376 seconds
Sample 322, Group score: 1, Time: 25.964 seconds
Sample 323, Group score: 0, Time: 25.897 seconds
Sample 324, Group score: 0, Time: 25.325 seconds
Sample 325, Group score: 1, Time: 21.991 seconds
Sample 326, Group score: 0, Time: 43.26 seconds
Sample 327, Group score: 1, Time: 25.129 seconds
Sample 328, Group score: 0, Time: 31.184 seconds
Sample 329, Group score: 0, Time: 23.509 seconds
Sample 330, Group score: 0, Time: 26.273 seconds
Sample 331, Group score: 0, Time: 31.665 seconds
Sample 332, Group score: 1, Time: 33.339 seconds
Sample 333, Group score: 1, Time: 25.208 seconds
Sample 334, Group score: 1, Time: 17.557 seconds
Sample 335, Group score: 0, Time: 28.965 seconds
Sample 336, Group score: 0, Time: 32.897 seconds
Sample 337, Group score: 1, Time: 26.867 seconds
Sample 338, Group score: 0, Time: 26.929 seconds
Sample 339, Group score: 0, Time: 24.014 seconds
Sample 340, Group score: 0, Time: 29.135 seconds
Sample 341, Group score: 0, Time: 33.162 seconds
Sample 342, Group score: 0, Time: 29.497 seconds
Sample 343, Group score: 0, Time: 25.053 seconds
Sample 344, Group score: 0, Time: 32.993 seconds
Sample 345, Group score: 0, Time: 23.992 seconds
Sample 346, Group score: 1, Time: 37.877 seconds
Sample 347, Group score: 0, Time: 15.804 seconds
Sample 348, Group score: 1, Time: 25.616 seconds
Sample 349, Group score: 1, Time: 23.842 seconds
Sample 350, Group score: 0, Time: 27.647 seconds
Sample 351, Group score: 0, Time: 34.629 seconds
Sample 352, Group score: 0, Time: 24.002 seconds
Sample 353, Group score: 1, Time: 25.421 seconds
Sample 354, Group score: 1, Time: 28.421 seconds
Sample 355, Group score: 0, Time: 25.095 seconds
Sample 356, Group score: 1, Time: 26.742 seconds
Sample 357, Group score: 0, Time: 22.758 seconds
Sample 358, Group score: 1, Time: 30.434 seconds
Sample 359, Group score: 1, Time: 27.17 seconds
Sample 360, Group score: 1, Time: 23.407 seconds
Sample 361, Group score: 0, Time: 27.812 seconds
Sample 362, Group score: 1, Time: 36.453 seconds
Sample 363, Group score: 1, Time: 32.112 seconds
Sample 364, Group score: 1, Time: 24.291 seconds
Sample 365, Group score: 1, Time: 24.006 seconds
Sample 366, Group score: 0, Time: 24.054 seconds
Sample 367, Group score: 1, Time: 27.274 seconds
Sample 368, Group score: 1, Time: 23.107 seconds
Sample 369, Group score: 0, Time: 26.906 seconds
Sample 370, Group score: 1, Time: 24.615 seconds
Sample 371, Group score: 0, Time: 37.807 seconds
Sample 372, Group score: 1, Time: 17.765 seconds
Sample 373, Group score: 0, Time: 27.721 seconds
Sample 374, Group score: 0, Time: 26.204 seconds
Sample 375, Group score: 0, Time: 31.035 seconds
Sample 376, Group score: 1, Time: 25.688 seconds
Sample 377, Group score: 0, Time: 26.381 seconds
Sample 378, Group score: 1, Time: 21.787 seconds
Sample 379, Group score: 0, Time: 26.179 seconds
Sample 380, Group score: 0, Time: 29.363 seconds
Sample 381, Group score: 0, Time: 25.165 seconds
Sample 382, Group score: 0, Time: 28.866 seconds
Sample 383, Group score: 0, Time: 35.1 seconds
Sample 384, Group score: 1, Time: 19.931 seconds
Sample 385, Group score: 0, Time: 23.524 seconds
Sample 386, Group score: 1, Time: 22.372 seconds
Sample 387, Group score: 0, Time: 21.68 seconds
Sample 388, Group score: 0, Time: 38.782 seconds
Sample 389, Group score: 0, Time: 32.067 seconds
Sample 390, Group score: 0, Time: 28.729 seconds
Sample 391, Group score: 1, Time: 30.576 seconds
Sample 392, Group score: 1, Time: 28.392 seconds
Sample 393, Group score: 0, Time: 34.117 seconds
Sample 394, Group score: 0, Time: 23.905 seconds
Sample 395, Group score: 1, Time: 25.231 seconds
Sample 396, Group score: 0, Time: 21.007 seconds
Sample 397, Group score: 0, Time: 29.258 seconds
Sample 398, Group score: 0, Time: 23.76 seconds
Sample 399, Group score: 0, Time: 33.442 seconds
