Sample 1, Group score: 0, Time: 19.222 seconds
Sample 61, Group score: 0, Time: 28.465 seconds
Sample 62, Group score: 0, Time: 42.281 seconds
Sample 63, Group score: 1, Time: 27.923 seconds
Sample 64, Group score: 1, Time: 24.55 seconds
Sample 65, Group score: 1, Time: 24.302 seconds
Sample 66, Group score: 0, Time: 21.515 seconds
Sample 67, Group score: 0, Time: 32.815 seconds
Sample 68, Group score: 0, Time: 31.346 seconds
Sample 69, Group score: 1, Time: 26.495 seconds
Sample 70, Group score: 0, Time: 30.311 seconds
Sample 71, Group score: 0, Time: 27.971 seconds
Sample 72, Group score: 0, Time: 21.609 seconds
Sample 73, Group score: 1, Time: 32.376 seconds
Sample 74, Group score: 1, Time: 55.486 seconds
Sample 75, Group score: 0, Time: 37.985 seconds
Sample 76, Group score: 0, Time: 26.709 seconds
Sample 77, Group score: 1, Time: 32.953 seconds
Sample 78, Group score: 0, Time: 41.056 seconds
Sample 79, Group score: 0, Time: 30.769 seconds
Sample 80, Group score: 0, Time: 30.063 seconds
Sample 81, Group score: 0, Time: 27.589 seconds
Sample 82, Group score: 1, Time: 22.817 seconds
Sample 83, Group score: 0, Time: 26.171 seconds
Sample 84, Group score: 0, Time: 37.829 seconds
Sample 85, Group score: 0, Time: 16.876 seconds
Sample 86, Group score: 1, Time: 37.437 seconds
Sample 87, Group score: 0, Time: 28.803 seconds
Sample 88, Group score: 0, Time: 37.443 seconds
Sample 89, Group score: 0, Time: 23.0 seconds
Sample 90, Group score: 0, Time: 25.539 seconds
Sample 91, Group score: 1, Time: 34.582 seconds
Sample 92, Group score: 1, Time: 24.295 seconds
Sample 93, Group score: 0, Time: 28.175 seconds
Sample 94, Group score: 1, Time: 24.781 seconds
Sample 95, Group score: 1, Time: 28.147 seconds
Sample 96, Group score: 1, Time: 36.026 seconds
Sample 97, Group score: 1, Time: 20.406 seconds
Sample 98, Group score: 1, Time: 22.266 seconds
Sample 99, Group score: 1, Time: 18.324 seconds
Sample 100, Group score: 1, Time: 28.026 seconds
Sample 101, Group score: 0, Time: 34.252 seconds
Sample 102, Group score: 1, Time: 21.604 seconds
Sample 103, Group score: 0, Time: 25.167 seconds
Sample 104, Group score: 1, Time: 23.193 seconds
Sample 105, Group score: 1, Time: 43.655 seconds
Sample 106, Group score: 1, Time: 21.62 seconds
Sample 107, Group score: 0, Time: 52.65 seconds
Sample 108, Group score: 0, Time: 28.76 seconds
Sample 109, Group score: 1, Time: 19.658 seconds
Sample 110, Group score: 0, Time: 27.256 seconds
Sample 111, Group score: 0, Time: 22.361 seconds
Sample 112, Group score: 0, Time: 30.799 seconds
Sample 113, Group score: 1, Time: 22.608 seconds
Sample 114, Group score: 0, Time: 24.168 seconds
Sample 115, Group score: 0, Time: 21.632 seconds
Sample 116, Group score: 1, Time: 26.723 seconds
Sample 117, Group score: 1, Time: 21.005 seconds
Sample 118, Group score: 0, Time: 22.604 seconds
Sample 119, Group score: 0, Time: 22.282 seconds
Sample 120, Group score: 0, Time: 51.647 seconds
Sample 121, Group score: 1, Time: 27.198 seconds
Sample 122, Group score: 0, Time: 30.351 seconds
Sample 123, Group score: 1, Time: 25.302 seconds
Sample 124, Group score: 1, Time: 38.916 seconds
Sample 125, Group score: 0, Time: 27.302 seconds
Sample 126, Group score: 0, Time: 20.953 seconds
Sample 127, Group score: 0, Time: 24.124 seconds
Sample 128, Group score: 0, Time: 24.095 seconds
Sample 129, Group score: 0, Time: 31.457 seconds
Sample 130, Group score: 0, Time: 32.711 seconds
Sample 131, Group score: 0, Time: 26.368 seconds
Sample 132, Group score: 0, Time: 30.289 seconds
Sample 133, Group score: 1, Time: 24.929 seconds
Sample 134, Group score: 0, Time: 25.896 seconds
Sample 135, Group score: 0, Time: 19.24 seconds
Sample 136, Group score: 1, Time: 32.545 seconds
Sample 137, Group score: 0, Time: 25.451 seconds
Sample 138, Group score: 0, Time: 38.278 seconds
Sample 139, Group score: 0, Time: 26.75 seconds
Sample 140, Group score: 1, Time: 30.309 seconds
Sample 141, Group score: 1, Time: 26.746 seconds
Sample 142, Group score: 1, Time: 48.224 seconds
Sample 143, Group score: 1, Time: 31.466 seconds
Sample 144, Group score: 0, Time: 26.528 seconds
Sample 145, Group score: 0, Time: 26.127 seconds
Sample 146, Group score: 1, Time: 22.752 seconds
Sample 147, Group score: 1, Time: 21.263 seconds
Sample 148, Group score: 0, Time: 21.261 seconds
Sample 149, Group score: 0, Time: 23.147 seconds
Sample 150, Group score: 0, Time: 31.097 seconds
Sample 151, Group score: 1, Time: 28.97 seconds
Sample 152, Group score: 0, Time: 30.124 seconds
Sample 153, Group score: 0, Time: 20.856 seconds
Sample 154, Group score: 1, Time: 20.294 seconds
Sample 155, Group score: 1, Time: 20.969 seconds
Sample 156, Group score: 0, Time: 24.115 seconds
Sample 157, Group score: 1, Time: 27.275 seconds
Sample 158, Group score: 1, Time: 21.424 seconds
Sample 159, Group score: 0, Time: 40.41 seconds
Sample 160, Group score: 0, Time: 24.778 seconds
Sample 161, Group score: 0, Time: 38.389 seconds
Sample 162, Group score: 1, Time: 30.46 seconds
Sample 163, Group score: 1, Time: 30.398 seconds
Sample 164, Group score: 0, Time: 24.217 seconds
Sample 165, Group score: 0, Time: 26.745 seconds
Sample 166, Group score: 0, Time: 28.342 seconds
Sample 167, Group score: 1, Time: 27.447 seconds
Sample 168, Group score: 0, Time: 27.329 seconds
Sample 169, Group score: 0, Time: 16.492 seconds
Sample 170, Group score: 1, Time: 34.605 seconds
Sample 171, Group score: 0, Time: 29.356 seconds
Sample 172, Group score: 1, Time: 22.783 seconds
Sample 173, Group score: 0, Time: 25.012 seconds
Sample 174, Group score: 0, Time: 26.653 seconds
Sample 175, Group score: 1, Time: 21.216 seconds
Sample 176, Group score: 0, Time: 27.267 seconds
Sample 177, Group score: 0, Time: 34.891 seconds
Sample 178, Group score: 0, Time: 40.902 seconds
Sample 179, Group score: 1, Time: 23.231 seconds
Sample 180, Group score: 0, Time: 33.263 seconds
Sample 181, Group score: 0, Time: 23.045 seconds
Sample 182, Group score: 1, Time: 33.138 seconds
Sample 183, Group score: 0, Time: 34.877 seconds
Sample 184, Group score: 0, Time: 19.657 seconds
Sample 185, Group score: 1, Time: 19.306 seconds
Sample 186, Group score: 0, Time: 18.479 seconds
Sample 187, Group score: 1, Time: 20.49 seconds
Sample 188, Group score: 0, Time: 18.971 seconds
Sample 189, Group score: 0, Time: 25.001 seconds
Sample 190, Group score: 0, Time: 27.784 seconds
Sample 191, Group score: 0, Time: 23.65 seconds
Sample 192, Group score: 0, Time: 30.244 seconds
Sample 193, Group score: 0, Time: 30.497 seconds
Sample 194, Group score: 1, Time: 22.199 seconds
Sample 195, Group score: 1, Time: 20.293 seconds
Sample 196, Group score: 0, Time: 25.454 seconds
Sample 197, Group score: 0, Time: 27.611 seconds
Sample 198, Group score: 0, Time: 41.871 seconds
Sample 199, Group score: 0, Time: 22.116 seconds
Sample 200, Group score: 0, Time: 29.754 seconds
Sample 201, Group score: 0, Time: 25.561 seconds
Sample 202, Group score: 1, Time: 22.681 seconds
Sample 203, Group score: 0, Time: 55.569 seconds
Sample 204, Group score: 0, Time: 23.88 seconds
Sample 205, Group score: 1, Time: 28.545 seconds
Sample 206, Group score: 0, Time: 23.345 seconds
Sample 207, Group score: 0, Time: 23.958 seconds
Sample 208, Group score: 0, Time: 16.656 seconds
Sample 209, Group score: 0, Time: 17.199 seconds
Sample 210, Group score: 0, Time: 38.145 seconds
Sample 211, Group score: 0, Time: 21.596 seconds
Sample 212, Group score: 1, Time: 28.584 seconds
Sample 213, Group score: 0, Time: 27.369 seconds
Sample 214, Group score: 1, Time: 29.637 seconds
Sample 215, Group score: 0, Time: 26.304 seconds
Sample 216, Group score: 1, Time: 20.532 seconds
Sample 217, Group score: 0, Time: 31.735 seconds
Sample 218, Group score: 0, Time: 40.266 seconds
Sample 219, Group score: 0, Time: 27.898 seconds
Sample 220, Group score: 0, Time: 34.136 seconds
Sample 221, Group score: 0, Time: 35.006 seconds
Sample 222, Group score: 0, Time: 34.544 seconds
Sample 223, Group score: 0, Time: 15.913 seconds
Sample 224, Group score: 1, Time: 29.163 seconds
Sample 225, Group score: 0, Time: 21.413 seconds
Sample 226, Group score: 0, Time: 24.083 seconds
Sample 227, Group score: 1, Time: 20.562 seconds
Sample 228, Group score: 0, Time: 30.815 seconds
Sample 229, Group score: 0, Time: 28.705 seconds
Sample 230, Group score: 0, Time: 23.763 seconds
Sample 231, Group score: 1, Time: 31.599 seconds
Sample 232, Group score: 0, Time: 34.676 seconds
Sample 233, Group score: 0, Time: 28.673 seconds
Sample 234, Group score: 1, Time: 42.144 seconds
Sample 235, Group score: 1, Time: 31.696 seconds
Sample 236, Group score: 1, Time: 23.672 seconds
Sample 237, Group score: 0, Time: 22.856 seconds
Sample 238, Group score: 0, Time: 32.91 seconds
Sample 239, Group score: 0, Time: 25.41 seconds
Sample 240, Group score: 0, Time: 56.71 seconds
Sample 241, Group score: 0, Time: 21.168 seconds
Sample 242, Group score: 0, Time: 35.541 seconds
Sample 243, Group score: 0, Time: 27.485 seconds
Sample 244, Group score: 1, Time: 22.018 seconds
Sample 245, Group score: 0, Time: 31.702 seconds
Sample 246, Group score: 1, Time: 32.594 seconds
Sample 247, Group score: 1, Time: 23.39 seconds
Sample 248, Group score: 0, Time: 28.607 seconds
Sample 249, Group score: 1, Time: 33.981 seconds
Sample 250, Group score: 1, Time: 23.4 seconds
Sample 251, Group score: 0, Time: 31.704 seconds
Sample 252, Group score: 0, Time: 28.144 seconds
Sample 253, Group score: 0, Time: 33.867 seconds
Sample 254, Group score: 0, Time: 33.524 seconds
Sample 255, Group score: 0, Time: 35.643 seconds
Sample 256, Group score: 1, Time: 28.396 seconds
Sample 257, Group score: 0, Time: 21.015 seconds
Sample 258, Group score: 0, Time: 37.721 seconds
Sample 259, Group score: 0, Time: 29.688 seconds
Sample 260, Group score: 0, Time: 34.848 seconds
Sample 261, Group score: 0, Time: 28.76 seconds
Sample 262, Group score: 0, Time: 27.278 seconds
Sample 263, Group score: 0, Time: 29.288 seconds
Sample 264, Group score: 0, Time: 31.977 seconds
Sample 265, Group score: 0, Time: 36.595 seconds
Sample 266, Group score: 0, Time: 25.535 seconds
Sample 267, Group score: 0, Time: 20.531 seconds
Sample 268, Group score: 0, Time: 21.18 seconds
Sample 269, Group score: 1, Time: 25.742 seconds
Sample 270, Group score: 0, Time: 20.406 seconds
Sample 271, Group score: 0, Time: 22.458 seconds
Sample 272, Group score: 1, Time: 28.338 seconds
Sample 273, Group score: 1, Time: 31.695 seconds
Sample 274, Group score: 0, Time: 35.846 seconds
Sample 275, Group score: 0, Time: 26.815 seconds
Sample 276, Group score: 0, Time: 22.507 seconds
Sample 277, Group score: 0, Time: 31.057 seconds
Sample 278, Group score: 1, Time: 33.492 seconds
Sample 279, Group score: 0, Time: 26.947 seconds
Sample 280, Group score: 1, Time: 34.661 seconds
Sample 281, Group score: 0, Time: 51.011 seconds
Sample 282, Group score: 0, Time: 15.334 seconds
Sample 283, Group score: 1, Time: 39.373 seconds
Sample 284, Group score: 1, Time: 34.028 seconds
Sample 285, Group score: 0, Time: 36.305 seconds
Sample 286, Group score: 0, Time: 33.158 seconds
Sample 287, Group score: 0, Time: 25.959 seconds
Sample 288, Group score: 0, Time: 29.545 seconds
Sample 289, Group score: 0, Time: 34.436 seconds
Sample 290, Group score: 0, Time: 44.591 seconds
Sample 291, Group score: 0, Time: 19.107 seconds
Sample 292, Group score: 0, Time: 32.1 seconds
Sample 293, Group score: 0, Time: 21.697 seconds
Sample 294, Group score: 1, Time: 33.947 seconds
Sample 295, Group score: 1, Time: 22.652 seconds
Sample 296, Group score: 1, Time: 28.284 seconds
Sample 297, Group score: 0, Time: 23.002 seconds
Sample 298, Group score: 0, Time: 28.312 seconds
Sample 299, Group score: 0, Time: 18.098 seconds
Sample 300, Group score: 0, Time: 30.906 seconds
Sample 301, Group score: 1, Time: 23.271 seconds
Sample 302, Group score: 1, Time: 37.489 seconds
Sample 303, Group score: 0, Time: 19.69 seconds
Sample 304, Group score: 0, Time: 37.444 seconds
Sample 305, Group score: 1, Time: 25.462 seconds
Sample 306, Group score: 0, Time: 23.797 seconds
Sample 307, Group score: 0, Time: 39.267 seconds
Sample 308, Group score: 0, Time: 29.859 seconds
Sample 309, Group score: 1, Time: 42.008 seconds
Sample 310, Group score: 0, Time: 30.006 seconds
Sample 311, Group score: 0, Time: 24.605 seconds
Sample 312, Group score: 0, Time: 32.918 seconds
Sample 313, Group score: 1, Time: 24.601 seconds
Sample 314, Group score: 0, Time: 25.921 seconds
Sample 315, Group score: 1, Time: 33.014 seconds
Sample 316, Group score: 0, Time: 50.539 seconds
Sample 317, Group score: 0, Time: 28.638 seconds
Sample 318, Group score: 1, Time: 23.282 seconds
Sample 319, Group score: 0, Time: 41.109 seconds
Sample 320, Group score: 0, Time: 22.869 seconds
Sample 321, Group score: 0, Time: 23.069 seconds
Sample 322, Group score: 0, Time: 25.195 seconds
Sample 323, Group score: 0, Time: 24.899 seconds
Sample 324, Group score: 0, Time: 32.283 seconds
Sample 325, Group score: 0, Time: 33.119 seconds
Sample 326, Group score: 0, Time: 36.757 seconds
Sample 327, Group score: 0, Time: 30.063 seconds
Sample 328, Group score: 0, Time: 39.727 seconds
Sample 329, Group score: 0, Time: 43.371 seconds
Sample 330, Group score: 0, Time: 30.118 seconds
Sample 331, Group score: 0, Time: 29.288 seconds
Sample 332, Group score: 0, Time: 24.65 seconds
Sample 333, Group score: 1, Time: 21.962 seconds
Sample 334, Group score: 1, Time: 24.612 seconds
Sample 335, Group score: 0, Time: 35.079 seconds
Sample 336, Group score: 0, Time: 27.214 seconds
Sample 337, Group score: 1, Time: 18.875 seconds
Sample 338, Group score: 0, Time: 52.628 seconds
Sample 339, Group score: 0, Time: 18.938 seconds
Sample 340, Group score: 1, Time: 48.139 seconds
Sample 341, Group score: 0, Time: 23.454 seconds
Sample 342, Group score: 0, Time: 47.62 seconds
Sample 343, Group score: 0, Time: 38.254 seconds
Sample 344, Group score: 1, Time: 20.443 seconds
Sample 345, Group score: 0, Time: 27.793 seconds
Sample 346, Group score: 1, Time: 36.195 seconds
Sample 347, Group score: 0, Time: 24.314 seconds
Sample 348, Group score: 1, Time: 24.1 seconds
Sample 349, Group score: 0, Time: 25.546 seconds
Sample 350, Group score: 0, Time: 29.638 seconds
Sample 351, Group score: 0, Time: 32.131 seconds
Sample 352, Group score: 0, Time: 20.536 seconds
Sample 353, Group score: 0, Time: 25.349 seconds
Sample 354, Group score: 1, Time: 41.765 seconds
Sample 355, Group score: 1, Time: 42.073 seconds
Sample 356, Group score: 0, Time: 42.562 seconds
Sample 357, Group score: 0, Time: 25.535 seconds
Sample 358, Group score: 0, Time: 35.006 seconds
Sample 359, Group score: 1, Time: 27.849 seconds
Sample 360, Group score: 1, Time: 23.068 seconds
Sample 361, Group score: 0, Time: 25.848 seconds
Sample 362, Group score: 0, Time: 31.862 seconds
Sample 363, Group score: 0, Time: 27.461 seconds
Sample 364, Group score: 1, Time: 37.485 seconds
Sample 365, Group score: 1, Time: 29.896 seconds
Sample 366, Group score: 0, Time: 27.429 seconds
Sample 367, Group score: 0, Time: 29.004 seconds
Sample 368, Group score: 0, Time: 33.949 seconds
Sample 369, Group score: 0, Time: 19.201 seconds
Sample 370, Group score: 1, Time: 23.013 seconds
Sample 371, Group score: 0, Time: 28.054 seconds
Sample 372, Group score: 1, Time: 26.319 seconds
Sample 373, Group score: 0, Time: 21.941 seconds
Sample 374, Group score: 0, Time: 43.629 seconds
Sample 375, Group score: 0, Time: 40.05 seconds
Sample 376, Group score: 1, Time: 27.111 seconds
Sample 377, Group score: 0, Time: 27.561 seconds
Sample 378, Group score: 0, Time: 61.72 seconds
Sample 379, Group score: 0, Time: 25.514 seconds
Sample 380, Group score: 0, Time: 23.923 seconds
Sample 381, Group score: 0, Time: 49.067 seconds
Sample 382, Group score: 0, Time: 29.452 seconds
Sample 383, Group score: 0, Time: 255.822 seconds
Sample 384, Group score: 1, Time: 24.427 seconds
Sample 385, Group score: 0, Time: 22.71 seconds
Sample 386, Group score: 0, Time: 32.03 seconds
Sample 387, Group score: 0, Time: 25.74 seconds
Sample 388, Group score: 1, Time: 26.391 seconds
Sample 389, Group score: 0, Time: 28.568 seconds
Sample 390, Group score: 0, Time: 23.781 seconds
Sample 391, Group score: 0, Time: 26.097 seconds
Sample 392, Group score: 0, Time: 26.424 seconds
Sample 393, Group score: 0, Time: 45.044 seconds
Sample 394, Group score: 0, Time: 18.985 seconds
Sample 395, Group score: 1, Time: 24.855 seconds
Sample 396, Group score: 0, Time: 23.322 seconds
Sample 397, Group score: 0, Time: 29.148 seconds
Sample 398, Group score: 0, Time: 34.581 seconds
Sample 399, Group score: 0, Time: 27.536 seconds
Sample 0, Group score: 0, Time: 25.265 seconds
