Sample 0, Group score: 1, Time: 20.03 seconds
Sample 94, Group score: 0, Time: 36.248 seconds
Sample 95, Group score: 0, Time: 20.839 seconds
Sample 96, Group score: 1, Time: 33.076 seconds
Sample 97, Group score: 1, Time: 35.656 seconds
Sample 98, Group score: 0, Time: 23.249 seconds
Sample 99, Group score: 1, Time: 24.998 seconds
Sample 100, Group score: 0, Time: 31.034 seconds
Sample 101, Group score: 0, Time: 32.333 seconds
Sample 102, Group score: 0, Time: 29.301 seconds
Sample 103, Group score: 0, Time: 27.262 seconds
Sample 104, Group score: 1, Time: 31.639 seconds
Sample 105, Group score: 1, Time: 24.638 seconds
Sample 106, Group score: 1, Time: 24.108 seconds
Sample 107, Group score: 0, Time: 25.201 seconds
Sample 108, Group score: 0, Time: 29.745 seconds
Sample 109, Group score: 1, Time: 29.075 seconds
Sample 110, Group score: 1, Time: 30.145 seconds
Sample 111, Group score: 1, Time: 33.305 seconds
Sample 112, Group score: 0, Time: 28.811 seconds
Sample 113, Group score: 1, Time: 20.42 seconds
Sample 114, Group score: 1, Time: 28.14 seconds
Sample 115, Group score: 0, Time: 22.491 seconds
Sample 116, Group score: 1, Time: 35.71 seconds
Sample 117, Group score: 0, Time: 18.839 seconds
Sample 118, Group score: 1, Time: 18.849 seconds
Sample 119, Group score: 1, Time: 32.097 seconds
Sample 120, Group score: 0, Time: 36.556 seconds
Sample 121, Group score: 1, Time: 43.701 seconds
Sample 122, Group score: 1, Time: 24.158 seconds
Sample 123, Group score: 1, Time: 42.112 seconds
Sample 124, Group score: 1, Time: 26.878 seconds
Sample 125, Group score: 0, Time: 33.581 seconds
Sample 126, Group score: 0, Time: 29.099 seconds
Sample 127, Group score: 0, Time: 30.926 seconds
Sample 128, Group score: 0, Time: 31.68 seconds
Sample 129, Group score: 0, Time: 27.996 seconds
Sample 130, Group score: 1, Time: 27.538 seconds
Sample 131, Group score: 1, Time: 31.246 seconds
Sample 132, Group score: 1, Time: 24.249 seconds
Sample 133, Group score: 1, Time: 24.336 seconds
Sample 134, Group score: 1, Time: 28.259 seconds
Sample 135, Group score: 1, Time: 20.584 seconds
Sample 136, Group score: 1, Time: 21.841 seconds
Sample 137, Group score: 0, Time: 32.236 seconds
Sample 138, Group score: 0, Time: 41.163 seconds
Sample 139, Group score: 0, Time: 30.142 seconds
Sample 140, Group score: 0, Time: 41.541 seconds
Sample 141, Group score: 1, Time: 26.1 seconds
Sample 142, Group score: 1, Time: 22.318 seconds
Sample 143, Group score: 1, Time: 19.311 seconds
Sample 144, Group score: 0, Time: 41.947 seconds
Sample 145, Group score: 0, Time: 31.021 seconds
Sample 146, Group score: 1, Time: 27.684 seconds
Sample 147, Group score: 0, Time: 34.995 seconds
Sample 148, Group score: 0, Time: 23.813 seconds
Sample 149, Group score: 0, Time: 72.822 seconds
Sample 150, Group score: 1, Time: 21.13 seconds
Sample 151, Group score: 1, Time: 26.098 seconds
Sample 152, Group score: 0, Time: 33.993 seconds
Sample 153, Group score: 0, Time: 24.579 seconds
Sample 154, Group score: 1, Time: 26.196 seconds
Sample 155, Group score: 0, Time: 23.675 seconds
Sample 156, Group score: 0, Time: 26.835 seconds
Sample 157, Group score: 1, Time: 30.406 seconds
Sample 158, Group score: 1, Time: 27.889 seconds
Sample 159, Group score: 0, Time: 43.834 seconds
Sample 160, Group score: 1, Time: 35.799 seconds
Sample 161, Group score: 0, Time: 32.352 seconds
Sample 162, Group score: 0, Time: 19.294 seconds
Sample 163, Group score: 1, Time: 33.829 seconds
Sample 164, Group score: 0, Time: 28.424 seconds
Sample 165, Group score: 1, Time: 36.172 seconds
Sample 166, Group score: 0, Time: 28.029 seconds
Sample 167, Group score: 0, Time: 23.657 seconds
Sample 168, Group score: 0, Time: 37.257 seconds
Sample 169, Group score: 1, Time: 46.061 seconds
Sample 170, Group score: 0, Time: 30.386 seconds
Sample 171, Group score: 0, Time: 19.354 seconds
Sample 172, Group score: 1, Time: 22.006 seconds
Sample 173, Group score: 1, Time: 22.607 seconds
Sample 174, Group score: 0, Time: 25.419 seconds
Sample 175, Group score: 0, Time: 36.094 seconds
Sample 176, Group score: 0, Time: 25.242 seconds
Sample 177, Group score: 0, Time: 35.913 seconds
Sample 178, Group score: 1, Time: 22.148 seconds
Sample 179, Group score: 1, Time: 20.842 seconds
Sample 180, Group score: 0, Time: 26.394 seconds
Sample 181, Group score: 0, Time: 30.376 seconds
Sample 182, Group score: 0, Time: 25.552 seconds
Sample 183, Group score: 0, Time: 31.102 seconds
Sample 184, Group score: 0, Time: 21.035 seconds
Sample 185, Group score: 0, Time: 23.887 seconds
Sample 186, Group score: 0, Time: 19.867 seconds
Sample 187, Group score: 0, Time: 28.995 seconds
Sample 188, Group score: 0, Time: 48.123 seconds
Sample 189, Group score: 0, Time: 32.246 seconds
Sample 190, Group score: 0, Time: 33.384 seconds
Sample 191, Group score: 0, Time: 23.192 seconds
Sample 192, Group score: 0, Time: 24.57 seconds
Sample 193, Group score: 0, Time: 20.893 seconds
Sample 194, Group score: 1, Time: 31.107 seconds
Sample 195, Group score: 1, Time: 25.002 seconds
Sample 196, Group score: 0, Time: 39.312 seconds
Sample 197, Group score: 0, Time: 25.166 seconds
Sample 198, Group score: 1, Time: 31.951 seconds
Sample 199, Group score: 0, Time: 32.453 seconds
Sample 200, Group score: 0, Time: 31.63 seconds
Sample 201, Group score: 0, Time: 36.931 seconds
Sample 202, Group score: 1, Time: 34.326 seconds
Sample 203, Group score: 0, Time: 19.194 seconds
Sample 204, Group score: 1, Time: 23.297 seconds
Sample 205, Group score: 1, Time: 18.604 seconds
Sample 206, Group score: 0, Time: 37.934 seconds
Sample 207, Group score: 0, Time: 28.658 seconds
Sample 208, Group score: 1, Time: 25.684 seconds
Sample 209, Group score: 0, Time: 18.757 seconds
Sample 210, Group score: 1, Time: 31.591 seconds
Sample 211, Group score: 0, Time: 36.96 seconds
Sample 212, Group score: 0, Time: 33.209 seconds
Sample 213, Group score: 0, Time: 29.444 seconds
Sample 214, Group score: 1, Time: 28.51 seconds
Sample 215, Group score: 0, Time: 39.409 seconds
Sample 216, Group score: 1, Time: 34.043 seconds
Sample 217, Group score: 0, Time: 37.217 seconds
Sample 218, Group score: 0, Time: 26.539 seconds
Sample 219, Group score: 1, Time: 42.608 seconds
Sample 220, Group score: 0, Time: 50.282 seconds
Sample 221, Group score: 1, Time: 38.842 seconds
Sample 222, Group score: 0, Time: 22.39 seconds
Sample 223, Group score: 0, Time: 22.691 seconds
Sample 224, Group score: 1, Time: 21.816 seconds
Sample 225, Group score: 0, Time: 25.468 seconds
Sample 226, Group score: 0, Time: 29.265 seconds
Sample 227, Group score: 0, Time: 22.019 seconds
Sample 228, Group score: 0, Time: 21.557 seconds
Sample 229, Group score: 1, Time: 35.121 seconds
Sample 230, Group score: 0, Time: 32.813 seconds
Sample 231, Group score: 0, Time: 32.462 seconds
Sample 232, Group score: 0, Time: 32.04 seconds
Sample 233, Group score: 0, Time: 40.141 seconds
Sample 234, Group score: 1, Time: 36.944 seconds
Sample 235, Group score: 1, Time: 27.496 seconds
Sample 236, Group score: 0, Time: 29.597 seconds
Sample 237, Group score: 0, Time: 32.123 seconds
Sample 238, Group score: 0, Time: 60.719 seconds
Sample 239, Group score: 0, Time: 25.705 seconds
Sample 240, Group score: 0, Time: 36.726 seconds
Sample 241, Group score: 0, Time: 31.782 seconds
Sample 242, Group score: 0, Time: 20.756 seconds
Sample 243, Group score: 1, Time: 20.135 seconds
Sample 244, Group score: 1, Time: 21.334 seconds
Sample 245, Group score: 1, Time: 28.138 seconds
Sample 246, Group score: 1, Time: 39.403 seconds
Sample 247, Group score: 0, Time: 34.472 seconds
Sample 248, Group score: 0, Time: 26.755 seconds
Sample 249, Group score: 1, Time: 39.308 seconds
Sample 250, Group score: 1, Time: 22.73 seconds
Sample 251, Group score: 0, Time: 46.546 seconds
Sample 252, Group score: 1, Time: 21.291 seconds
Sample 253, Group score: 0, Time: 29.416 seconds
Sample 254, Group score: 0, Time: 19.143 seconds
Sample 255, Group score: 0, Time: 21.55 seconds
Sample 256, Group score: 0, Time: 25.5 seconds
Sample 257, Group score: 0, Time: 25.275 seconds
Sample 258, Group score: 1, Time: 26.976 seconds
Sample 259, Group score: 0, Time: 27.93 seconds
Sample 260, Group score: 0, Time: 24.118 seconds
Sample 261, Group score: 1, Time: 20.976 seconds
Sample 262, Group score: 0, Time: 31.983 seconds
Sample 263, Group score: 0, Time: 29.525 seconds
Sample 264, Group score: 1, Time: 20.801 seconds
Sample 265, Group score: 0, Time: 32.483 seconds
Sample 266, Group score: 0, Time: 39.286 seconds
Sample 267, Group score: 0, Time: 23.289 seconds
Sample 268, Group score: 0, Time: 25.53 seconds
Sample 269, Group score: 0, Time: 20.383 seconds
Sample 270, Group score: 1, Time: 23.669 seconds
Sample 271, Group score: 0, Time: 32.295 seconds
Sample 272, Group score: 1, Time: 23.813 seconds
Sample 273, Group score: 0, Time: 17.506 seconds
Sample 274, Group score: 0, Time: 25.566 seconds
Sample 275, Group score: 0, Time: 31.596 seconds
Sample 276, Group score: 1, Time: 32.354 seconds
Sample 277, Group score: 1, Time: 28.364 seconds
Sample 278, Group score: 0, Time: 23.919 seconds
Sample 279, Group score: 0, Time: 26.604 seconds
Sample 280, Group score: 0, Time: 21.264 seconds
Sample 281, Group score: 0, Time: 40.608 seconds
Sample 282, Group score: 0, Time: 30.207 seconds
Sample 283, Group score: 0, Time: 27.731 seconds
Sample 284, Group score: 0, Time: 32.579 seconds
Sample 285, Group score: 0, Time: 31.308 seconds
Sample 286, Group score: 0, Time: 35.758 seconds
Sample 287, Group score: 0, Time: 27.161 seconds
Sample 288, Group score: 0, Time: 45.543 seconds
Sample 289, Group score: 0, Time: 26.394 seconds
Sample 290, Group score: 0, Time: 34.678 seconds
Sample 291, Group score: 0, Time: 28.059 seconds
Sample 292, Group score: 1, Time: 25.954 seconds
Sample 293, Group score: 0, Time: 30.68 seconds
Sample 294, Group score: 0, Time: 32.509 seconds
Sample 295, Group score: 1, Time: 35.156 seconds
Sample 296, Group score: 0, Time: 30.967 seconds
Sample 297, Group score: 0, Time: 37.704 seconds
Sample 298, Group score: 0, Time: 39.357 seconds
Sample 299, Group score: 0, Time: 24.61 seconds
Sample 300, Group score: 1, Time: 26.874 seconds
Sample 301, Group score: 1, Time: 24.756 seconds
Sample 302, Group score: 0, Time: 33.513 seconds
Sample 303, Group score: 0, Time: 27.911 seconds
Sample 304, Group score: 0, Time: 26.129 seconds
Sample 305, Group score: 0, Time: 33.015 seconds
Sample 306, Group score: 0, Time: 33.162 seconds
Sample 307, Group score: 0, Time: 21.79 seconds
Sample 308, Group score: 1, Time: 35.633 seconds
Sample 309, Group score: 1, Time: 26.348 seconds
Sample 310, Group score: 0, Time: 26.231 seconds
Sample 311, Group score: 0, Time: 24.562 seconds
Sample 312, Group score: 1, Time: 23.07 seconds
Sample 313, Group score: 1, Time: 30.842 seconds
Sample 314, Group score: 0, Time: 24.992 seconds
Sample 315, Group score: 1, Time: 25.435 seconds
Sample 316, Group score: 0, Time: 51.625 seconds
Sample 317, Group score: 0, Time: 33.072 seconds
Sample 318, Group score: 1, Time: 31.995 seconds
Sample 319, Group score: 0, Time: 40.7 seconds
Sample 320, Group score: 0, Time: 24.928 seconds
Sample 321, Group score: 1, Time: 30.132 seconds
Sample 322, Group score: 1, Time: 36.785 seconds
Sample 323, Group score: 0, Time: 24.263 seconds
Sample 324, Group score: 1, Time: 27.506 seconds
Sample 325, Group score: 0, Time: 39.388 seconds
Sample 326, Group score: 0, Time: 34.661 seconds
Sample 327, Group score: 1, Time: 45.139 seconds
Sample 328, Group score: 0, Time: 29.407 seconds
Sample 329, Group score: 1, Time: 40.205 seconds
Sample 330, Group score: 0, Time: 28.465 seconds
Sample 331, Group score: 0, Time: 38.963 seconds
Sample 332, Group score: 1, Time: 31.941 seconds
Sample 333, Group score: 0, Time: 45.58 seconds
Sample 334, Group score: 1, Time: 33.436 seconds
Sample 335, Group score: 0, Time: 33.15 seconds
Sample 336, Group score: 0, Time: 41.644 seconds
Sample 337, Group score: 1, Time: 30.329 seconds
Sample 338, Group score: 0, Time: 34.976 seconds
Sample 339, Group score: 0, Time: 21.824 seconds
Sample 340, Group score: 1, Time: 35.684 seconds
Sample 341, Group score: 0, Time: 37.955 seconds
Sample 342, Group score: 0, Time: 23.993 seconds
Sample 343, Group score: 0, Time: 38.078 seconds
Sample 344, Group score: 1, Time: 35.052 seconds
Sample 345, Group score: 0, Time: 35.536 seconds
Sample 346, Group score: 1, Time: 29.819 seconds
Sample 347, Group score: 1, Time: 34.528 seconds
Sample 348, Group score: 0, Time: 35.34 seconds
Sample 349, Group score: 1, Time: 30.391 seconds
Sample 350, Group score: 1, Time: 30.389 seconds
Sample 351, Group score: 0, Time: 30.375 seconds
Sample 352, Group score: 0, Time: 30.568 seconds
Sample 353, Group score: 0, Time: 43.138 seconds
Sample 354, Group score: 1, Time: 29.434 seconds
Sample 355, Group score: 0, Time: 32.254 seconds
Sample 356, Group score: 0, Time: 32.897 seconds
Sample 357, Group score: 0, Time: 39.467 seconds
Sample 358, Group score: 0, Time: 35.214 seconds
Sample 359, Group score: 1, Time: 30.402 seconds
Sample 360, Group score: 0, Time: 35.558 seconds
Sample 361, Group score: 0, Time: 49.21 seconds
Sample 362, Group score: 0, Time: 35.924 seconds
Sample 363, Group score: 1, Time: 30.407 seconds
Sample 364, Group score: 1, Time: 27.941 seconds
Sample 365, Group score: 1, Time: 45.61 seconds
Sample 366, Group score: 0, Time: 24.581 seconds
Sample 367, Group score: 0, Time: 35.116 seconds
Sample 368, Group score: 0, Time: 25.964 seconds
Sample 369, Group score: 0, Time: 33.293 seconds
Sample 370, Group score: 1, Time: 24.856 seconds
Sample 371, Group score: 0, Time: 37.022 seconds
Sample 372, Group score: 0, Time: 24.284 seconds
Sample 373, Group score: 1, Time: 22.525 seconds
Sample 374, Group score: 0, Time: 36.365 seconds
Sample 375, Group score: 0, Time: 36.369 seconds
Sample 376, Group score: 1, Time: 26.993 seconds
Sample 377, Group score: 0, Time: 42.995 seconds
Sample 378, Group score: 1, Time: 28.785 seconds
Sample 379, Group score: 0, Time: 46.587 seconds
Sample 380, Group score: 1, Time: 28.235 seconds
Sample 381, Group score: 0, Time: 46.019 seconds
Sample 382, Group score: 0, Time: 31.287 seconds
Sample 383, Group score: 0, Time: 38.554 seconds
Sample 384, Group score: 1, Time: 25.672 seconds
Sample 385, Group score: 0, Time: 30.805 seconds
Sample 386, Group score: 0, Time: 31.867 seconds
Sample 387, Group score: 0, Time: 30.588 seconds
Sample 388, Group score: 0, Time: 29.783 seconds
Sample 389, Group score: 0, Time: 52.037 seconds
Sample 390, Group score: 0, Time: 37.897 seconds
Sample 391, Group score: 0, Time: 25.195 seconds
Sample 392, Group score: 1, Time: 44.633 seconds
Sample 393, Group score: 0, Time: 43.216 seconds
Sample 394, Group score: 0, Time: 29.558 seconds
Sample 395, Group score: 1, Time: 34.956 seconds
Sample 396, Group score: 0, Time: 39.006 seconds
Sample 397, Group score: 0, Time: 41.314 seconds
Sample 398, Group score: 0, Time: 34.689 seconds
Sample 399, Group score: 0, Time: 72.31 seconds
