Sample 0, Group score: 0, Time: 30.19 seconds
Sample 58, Group score: 0, Time: 22.994 seconds
Sample 59, Group score: 0, Time: 19.208 seconds
Sample 60, Group score: 0, Time: 26.49 seconds
Sample 61, Group score: 0, Time: 26.484 seconds
Sample 62, Group score: 0, Time: 32.745 seconds
Sample 63, Group score: 0, Time: 22.838 seconds
Sample 64, Group score: 0, Time: 20.714 seconds
Sample 65, Group score: 1, Time: 32.287 seconds
Sample 66, Group score: 0, Time: 28.434 seconds
Sample 67, Group score: 0, Time: 32.205 seconds
Sample 68, Group score: 0, Time: 32.162 seconds
Sample 69, Group score: 1, Time: 48.892 seconds
Sample 70, Group score: 0, Time: 47.528 seconds
Sample 71, Group score: 0, Time: 27.033 seconds
Sample 72, Group score: 0, Time: 32.62 seconds
Sample 73, Group score: 0, Time: 27.171 seconds
Sample 74, Group score: 1, Time: 20.997 seconds
Sample 75, Group score: 0, Time: 26.279 seconds
Sample 76, Group score: 0, Time: 21.906 seconds
Sample 77, Group score: 1, Time: 35.023 seconds
Sample 78, Group score: 0, Time: 27.642 seconds
Sample 79, Group score: 0, Time: 30.164 seconds
Sample 80, Group score: 0, Time: 27.203 seconds
Sample 81, Group score: 0, Time: 28.592 seconds
Sample 82, Group score: 1, Time: 27.692 seconds
Sample 83, Group score: 0, Time: 23.436 seconds
Sample 84, Group score: 0, Time: 37.906 seconds
Sample 85, Group score: 0, Time: 32.31 seconds
Sample 86, Group score: 0, Time: 22.737 seconds
Sample 87, Group score: 0, Time: 30.246 seconds
Sample 88, Group score: 0, Time: 49.819 seconds
Sample 89, Group score: 0, Time: 16.363 seconds
Sample 90, Group score: 1, Time: 39.091 seconds
Sample 91, Group score: 1, Time: 20.553 seconds
Sample 92, Group score: 1, Time: 37.524 seconds
Sample 93, Group score: 0, Time: 24.926 seconds
Sample 94, Group score: 1, Time: 32.977 seconds
Sample 95, Group score: 0, Time: 29.876 seconds
Sample 96, Group score: 0, Time: 27.841 seconds
Sample 97, Group score: 0, Time: 36.165 seconds
Sample 98, Group score: 0, Time: 33.786 seconds
Sample 99, Group score: 0, Time: 29.43 seconds
Sample 100, Group score: 0, Time: 35.443 seconds
Sample 101, Group score: 1, Time: 41.032 seconds
Sample 102, Group score: 1, Time: 20.6 seconds
Sample 103, Group score: 0, Time: 28.246 seconds
Sample 104, Group score: 1, Time: 30.408 seconds
Sample 105, Group score: 1, Time: 33.696 seconds
Sample 106, Group score: 1, Time: 27.637 seconds
Sample 107, Group score: 0, Time: 23.069 seconds
Sample 108, Group score: 1, Time: 42.91 seconds
Sample 109, Group score: 1, Time: 35.311 seconds
Sample 110, Group score: 0, Time: 20.091 seconds
Sample 111, Group score: 1, Time: 42.076 seconds
Sample 112, Group score: 0, Time: 23.233 seconds
Sample 113, Group score: 1, Time: 37.192 seconds
Sample 114, Group score: 0, Time: 19.921 seconds
Sample 115, Group score: 0, Time: 38.14 seconds
Sample 116, Group score: 1, Time: 42.01 seconds
Sample 117, Group score: 0, Time: 26.206 seconds
Sample 118, Group score: 0, Time: 21.962 seconds
Sample 119, Group score: 0, Time: 35.499 seconds
Sample 120, Group score: 0, Time: 23.275 seconds
Sample 121, Group score: 0, Time: 43.42 seconds
Sample 122, Group score: 0, Time: 27.26 seconds
Sample 123, Group score: 1, Time: 29.571 seconds
Sample 124, Group score: 1, Time: 36.626 seconds
Sample 125, Group score: 0, Time: 22.548 seconds
Sample 126, Group score: 0, Time: 20.791 seconds
Sample 127, Group score: 0, Time: 42.936 seconds
Sample 128, Group score: 0, Time: 23.033 seconds
Sample 129, Group score: 0, Time: 36.046 seconds
Sample 130, Group score: 0, Time: 19.132 seconds
Sample 131, Group score: 0, Time: 20.318 seconds
Sample 132, Group score: 0, Time: 26.257 seconds
Sample 133, Group score: 0, Time: 17.435 seconds
Sample 134, Group score: 1, Time: 22.383 seconds
Sample 135, Group score: 0, Time: 22.007 seconds
Sample 136, Group score: 0, Time: 24.363 seconds
Sample 137, Group score: 0, Time: 19.409 seconds
Sample 138, Group score: 0, Time: 22.45 seconds
Sample 139, Group score: 0, Time: 48.106 seconds
Sample 140, Group score: 0, Time: 35.104 seconds
Sample 141, Group score: 1, Time: 34.515 seconds
Sample 142, Group score: 1, Time: 25.557 seconds
Sample 143, Group score: 0, Time: 28.037 seconds
Sample 144, Group score: 0, Time: 24.102 seconds
Sample 145, Group score: 0, Time: 26.529 seconds
Sample 146, Group score: 1, Time: 19.771 seconds
Sample 147, Group score: 1, Time: 31.86 seconds
Sample 148, Group score: 0, Time: 19.586 seconds
Sample 149, Group score: 0, Time: 21.979 seconds
Sample 150, Group score: 0, Time: 24.21 seconds
Sample 151, Group score: 1, Time: 22.935 seconds
Sample 152, Group score: 0, Time: 31.392 seconds
Sample 153, Group score: 0, Time: 26.04 seconds
Sample 154, Group score: 1, Time: 49.365 seconds
Sample 155, Group score: 1, Time: 18.171 seconds
Sample 156, Group score: 0, Time: 40.563 seconds
Sample 157, Group score: 1, Time: 28.051 seconds
Sample 158, Group score: 1, Time: 18.314 seconds
Sample 159, Group score: 0, Time: 23.282 seconds
Sample 160, Group score: 1, Time: 17.872 seconds
Sample 161, Group score: 0, Time: 31.732 seconds
Sample 162, Group score: 1, Time: 23.122 seconds
Sample 163, Group score: 1, Time: 35.474 seconds
Sample 164, Group score: 0, Time: 27.285 seconds
Sample 165, Group score: 0, Time: 31.017 seconds
Sample 166, Group score: 0, Time: 30.515 seconds
Sample 167, Group score: 1, Time: 28.167 seconds
Sample 168, Group score: 0, Time: 27.084 seconds
Sample 169, Group score: 0, Time: 33.23 seconds
Sample 170, Group score: 1, Time: 31.046 seconds
Sample 171, Group score: 0, Time: 36.262 seconds
Sample 172, Group score: 1, Time: 28.79 seconds
Sample 173, Group score: 0, Time: 33.804 seconds
Sample 174, Group score: 0, Time: 43.998 seconds
Sample 175, Group score: 1, Time: 36.292 seconds
Sample 176, Group score: 0, Time: 32.799 seconds
Sample 177, Group score: 0, Time: 38.799 seconds
Sample 178, Group score: 0, Time: 33.636 seconds
Sample 179, Group score: 1, Time: 20.06 seconds
Sample 180, Group score: 0, Time: 24.846 seconds
Sample 181, Group score: 0, Time: 38.664 seconds
Sample 182, Group score: 0, Time: 42.086 seconds
Sample 183, Group score: 0, Time: 28.88 seconds
Sample 184, Group score: 0, Time: 22.578 seconds
Sample 185, Group score: 0, Time: 24.415 seconds
Sample 186, Group score: 0, Time: 23.516 seconds
Sample 187, Group score: 0, Time: 34.798 seconds
Sample 188, Group score: 0, Time: 18.676 seconds
Sample 189, Group score: 0, Time: 34.918 seconds
Sample 190, Group score: 0, Time: 30.199 seconds
Sample 191, Group score: 0, Time: 49.968 seconds
Sample 192, Group score: 0, Time: 24.265 seconds
Sample 193, Group score: 0, Time: 57.373 seconds
Sample 194, Group score: 0, Time: 32.694 seconds
Sample 195, Group score: 1, Time: 23.138 seconds
Sample 196, Group score: 1, Time: 47.515 seconds
Sample 197, Group score: 0, Time: 31.513 seconds
Sample 198, Group score: 1, Time: 20.421 seconds
Sample 199, Group score: 0, Time: 27.787 seconds
Sample 200, Group score: 0, Time: 28.949 seconds
Sample 201, Group score: 0, Time: 27.643 seconds
Sample 202, Group score: 1, Time: 50.103 seconds
Sample 203, Group score: 0, Time: 26.312 seconds
Sample 204, Group score: 1, Time: 20.032 seconds
Sample 205, Group score: 1, Time: 27.064 seconds
Sample 206, Group score: 0, Time: 31.093 seconds
Sample 207, Group score: 0, Time: 29.172 seconds
Sample 208, Group score: 0, Time: 17.76 seconds
Sample 209, Group score: 0, Time: 28.417 seconds
Sample 210, Group score: 0, Time: 20.676 seconds
Sample 211, Group score: 1, Time: 37.65 seconds
Sample 212, Group score: 1, Time: 39.822 seconds
Sample 213, Group score: 0, Time: 21.938 seconds
Sample 214, Group score: 0, Time: 39.449 seconds
Sample 215, Group score: 0, Time: 25.233 seconds
Sample 216, Group score: 1, Time: 32.83 seconds
Sample 217, Group score: 0, Time: 20.976 seconds
Sample 218, Group score: 0, Time: 48.963 seconds
Sample 219, Group score: 0, Time: 23.403 seconds
Sample 220, Group score: 0, Time: 27.275 seconds
Sample 221, Group score: 0, Time: 37.747 seconds
Sample 222, Group score: 0, Time: 22.472 seconds
Sample 223, Group score: 1, Time: 28.439 seconds
Sample 224, Group score: 1, Time: 42.599 seconds
Sample 225, Group score: 0, Time: 39.666 seconds
Sample 226, Group score: 0, Time: 27.746 seconds
Sample 227, Group score: 0, Time: 27.955 seconds
Sample 228, Group score: 1, Time: 29.317 seconds
Sample 229, Group score: 0, Time: 24.69 seconds
Sample 230, Group score: 0, Time: 30.385 seconds
Sample 231, Group score: 0, Time: 24.568 seconds
Sample 232, Group score: 0, Time: 70.395 seconds
Sample 233, Group score: 0, Time: 31.507 seconds
Sample 234, Group score: 0, Time: 25.39 seconds
Sample 235, Group score: 0, Time: 38.795 seconds
Sample 236, Group score: 0, Time: 19.531 seconds
Sample 237, Group score: 0, Time: 23.338 seconds
Sample 238, Group score: 0, Time: 17.727 seconds
Sample 239, Group score: 0, Time: 42.811 seconds
Sample 240, Group score: 0, Time: 47.665 seconds
Sample 241, Group score: 1, Time: 28.607 seconds
Sample 242, Group score: 0, Time: 20.612 seconds
Sample 243, Group score: 0, Time: 20.247 seconds
Sample 244, Group score: 0, Time: 23.881 seconds
Sample 245, Group score: 0, Time: 31.35 seconds
Sample 246, Group score: 0, Time: 33.359 seconds
Sample 247, Group score: 0, Time: 33.711 seconds
Sample 248, Group score: 0, Time: 20.451 seconds
Sample 249, Group score: 1, Time: 48.233 seconds
Sample 250, Group score: 1, Time: 19.544 seconds
Sample 251, Group score: 0, Time: 37.819 seconds
Sample 252, Group score: 0, Time: 31.201 seconds
Sample 253, Group score: 0, Time: 37.769 seconds
Sample 254, Group score: 0, Time: 16.931 seconds
Sample 255, Group score: 0, Time: 37.527 seconds
Sample 256, Group score: 0, Time: 37.326 seconds
Sample 257, Group score: 0, Time: 37.168 seconds
Sample 258, Group score: 0, Time: 41.632 seconds
Sample 259, Group score: 1, Time: 36.587 seconds
Sample 260, Group score: 0, Time: 31.984 seconds
Sample 261, Group score: 1, Time: 21.582 seconds
Sample 262, Group score: 0, Time: 251.414 seconds
Sample 263, Group score: 0, Time: 24.666 seconds
Sample 264, Group score: 0, Time: 19.641 seconds
Sample 265, Group score: 0, Time: 25.451 seconds
Sample 266, Group score: 0, Time: 18.299 seconds
Sample 267, Group score: 0, Time: 26.806 seconds
Sample 268, Group score: 0, Time: 27.022 seconds
Sample 269, Group score: 0, Time: 23.295 seconds
Sample 270, Group score: 1, Time: 41.325 seconds
Sample 271, Group score: 0, Time: 25.361 seconds
Sample 272, Group score: 1, Time: 32.407 seconds
Sample 273, Group score: 0, Time: 38.581 seconds
Sample 274, Group score: 0, Time: 21.082 seconds
Sample 275, Group score: 0, Time: 35.824 seconds
Sample 276, Group score: 1, Time: 31.304 seconds
Sample 277, Group score: 0, Time: 24.16 seconds
Sample 278, Group score: 0, Time: 33.698 seconds
Sample 279, Group score: 0, Time: 26.356 seconds
Sample 280, Group score: 0, Time: 19.448 seconds
Sample 281, Group score: 0, Time: 33.605 seconds
Sample 282, Group score: 0, Time: 14.323 seconds
Sample 283, Group score: 0, Time: 41.189 seconds
Sample 284, Group score: 0, Time: 33.286 seconds
Sample 285, Group score: 0, Time: 25.924 seconds
Sample 286, Group score: 1, Time: 21.566 seconds
Sample 287, Group score: 0, Time: 24.767 seconds
Sample 288, Group score: 0, Time: 23.574 seconds
Sample 289, Group score: 0, Time: 23.515 seconds
Sample 290, Group score: 0, Time: 42.858 seconds
Sample 291, Group score: 0, Time: 38.928 seconds
Sample 292, Group score: 0, Time: 30.207 seconds
Sample 293, Group score: 0, Time: 18.572 seconds
Sample 294, Group score: 0, Time: 20.258 seconds
Sample 295, Group score: 0, Time: 36.274 seconds
Sample 296, Group score: 0, Time: 31.136 seconds
Sample 297, Group score: 0, Time: 36.594 seconds
Sample 298, Group score: 0, Time: 38.611 seconds
Sample 299, Group score: 0, Time: 33.682 seconds
Sample 300, Group score: 0, Time: 36.163 seconds
Sample 301, Group score: 0, Time: 27.104 seconds
Sample 302, Group score: 0, Time: 28.02 seconds
Sample 303, Group score: 0, Time: 16.256 seconds
Sample 304, Group score: 0, Time: 27.132 seconds
Sample 305, Group score: 0, Time: 28.371 seconds
Sample 306, Group score: 0, Time: 31.485 seconds
Sample 307, Group score: 0, Time: 26.183 seconds
Sample 308, Group score: 0, Time: 32.873 seconds
Sample 309, Group score: 1, Time: 41.565 seconds
Sample 310, Group score: 0, Time: 35.915 seconds
Sample 311, Group score: 0, Time: 24.079 seconds
Sample 312, Group score: 0, Time: 21.64 seconds
Sample 313, Group score: 0, Time: 42.819 seconds
Sample 314, Group score: 0, Time: 27.661 seconds
Sample 315, Group score: 1, Time: 22.133 seconds
Sample 316, Group score: 0, Time: 33.969 seconds
Sample 317, Group score: 0, Time: 28.861 seconds
Sample 318, Group score: 0, Time: 51.625 seconds
Sample 319, Group score: 0, Time: 23.547 seconds
Sample 320, Group score: 1, Time: 20.071 seconds
Sample 321, Group score: 0, Time: 30.832 seconds
Sample 322, Group score: 0, Time: 17.808 seconds
Sample 323, Group score: 0, Time: 20.422 seconds
Sample 324, Group score: 0, Time: 20.644 seconds
Sample 325, Group score: 0, Time: 17.155 seconds
Sample 326, Group score: 0, Time: 24.97 seconds
Sample 327, Group score: 0, Time: 43.668 seconds
Sample 328, Group score: 0, Time: 33.817 seconds
Sample 329, Group score: 0, Time: 27.577 seconds
Sample 330, Group score: 0, Time: 20.438 seconds
Sample 331, Group score: 0, Time: 39.243 seconds
Sample 332, Group score: 0, Time: 48.933 seconds
Sample 333, Group score: 0, Time: 24.003 seconds
Sample 334, Group score: 0, Time: 40.803 seconds
Sample 335, Group score: 0, Time: 20.152 seconds
Sample 336, Group score: 0, Time: 26.652 seconds
Sample 337, Group score: 0, Time: 46.911 seconds
Sample 338, Group score: 0, Time: 26.954 seconds
Sample 339, Group score: 0, Time: 34.263 seconds
Sample 340, Group score: 0, Time: 30.25 seconds
Sample 341, Group score: 0, Time: 24.627 seconds
Sample 342, Group score: 0, Time: 26.189 seconds
Sample 343, Group score: 0, Time: 44.382 seconds
Sample 344, Group score: 0, Time: 35.93 seconds
Sample 345, Group score: 0, Time: 31.455 seconds
Sample 346, Group score: 1, Time: 29.661 seconds
Sample 347, Group score: 0, Time: 40.157 seconds
Sample 348, Group score: 0, Time: 21.148 seconds
Sample 349, Group score: 1, Time: 31.236 seconds
Sample 350, Group score: 1, Time: 30.917 seconds
Sample 351, Group score: 0, Time: 25.753 seconds
Sample 352, Group score: 0, Time: 21.851 seconds
Sample 353, Group score: 1, Time: 39.091 seconds
Sample 354, Group score: 1, Time: 22.485 seconds
Sample 355, Group score: 0, Time: 30.556 seconds
Sample 356, Group score: 0, Time: 34.831 seconds
Sample 357, Group score: 0, Time: 32.719 seconds
Sample 358, Group score: 0, Time: 36.782 seconds
Sample 359, Group score: 1, Time: 39.531 seconds
Sample 360, Group score: 0, Time: 22.481 seconds
Sample 361, Group score: 0, Time: 29.896 seconds
Sample 362, Group score: 0, Time: 30.584 seconds
Sample 363, Group score: 0, Time: 30.543 seconds
Sample 364, Group score: 1, Time: 34.204 seconds
Sample 365, Group score: 0, Time: 35.047 seconds
Sample 366, Group score: 0, Time: 41.804 seconds
Sample 367, Group score: 0, Time: 25.475 seconds
Sample 368, Group score: 1, Time: 27.102 seconds
Sample 369, Group score: 0, Time: 25.661 seconds
Sample 370, Group score: 0, Time: 26.275 seconds
Sample 371, Group score: 0, Time: 27.74 seconds
Sample 372, Group score: 0, Time: 34.779 seconds
Sample 373, Group score: 1, Time: 25.925 seconds
Sample 374, Group score: 0, Time: 40.092 seconds
Sample 375, Group score: 0, Time: 41.999 seconds
Sample 376, Group score: 0, Time: 35.927 seconds
Sample 377, Group score: 0, Time: 33.145 seconds
Sample 378, Group score: 0, Time: 32.78 seconds
Sample 379, Group score: 0, Time: 33.605 seconds
Sample 380, Group score: 0, Time: 22.923 seconds
Sample 381, Group score: 0, Time: 27.904 seconds
Sample 382, Group score: 0, Time: 33.864 seconds
Sample 383, Group score: 0, Time: 57.827 seconds
Sample 384, Group score: 0, Time: 24.133 seconds
Sample 385, Group score: 0, Time: 35.652 seconds
Sample 386, Group score: 0, Time: 28.907 seconds
Sample 387, Group score: 0, Time: 30.78 seconds
Sample 388, Group score: 1, Time: 38.313 seconds
Sample 389, Group score: 0, Time: 36.077 seconds
Sample 390, Group score: 0, Time: 27.843 seconds
Sample 391, Group score: 0, Time: 29.345 seconds
Sample 392, Group score: 1, Time: 36.137 seconds
Sample 393, Group score: 0, Time: 45.146 seconds
Sample 394, Group score: 0, Time: 32.041 seconds
Sample 395, Group score: 1, Time: 34.821 seconds
Sample 396, Group score: 0, Time: 34.121 seconds
Sample 397, Group score: 0, Time: 39.934 seconds
Sample 398, Group score: 0, Time: 32.332 seconds
Sample 399, Group score: 0, Time: 41.4 seconds
