Sample 0, Group score: 0, Time: 26.291 seconds
Sample 80, Group score: 0, Time: 44.589 seconds
Sample 81, Group score: 0, Time: 27.326 seconds
Sample 82, Group score: 0, Time: 18.062 seconds
Sample 83, Group score: 0, Time: 40.378 seconds
Sample 84, Group score: 0, Time: 31.413 seconds
Sample 85, Group score: 0, Time: 18.97 seconds
Sample 86, Group score: 0, Time: 29.577 seconds
Sample 87, Group score: 1, Time: 21.624 seconds
Sample 88, Group score: 0, Time: 28.461 seconds
Sample 89, Group score: 0, Time: 24.219 seconds
Sample 90, Group score: 1, Time: 22.427 seconds
Sample 91, Group score: 1, Time: 24.305 seconds
Sample 92, Group score: 1, Time: 27.12 seconds
Sample 93, Group score: 0, Time: 21.518 seconds
Sample 94, Group score: 1, Time: 23.529 seconds
Sample 95, Group score: 0, Time: 18.875 seconds
Sample 96, Group score: 0, Time: 20.398 seconds
Sample 97, Group score: 1, Time: 20.778 seconds
Sample 98, Group score: 1, Time: 51.489 seconds
Sample 99, Group score: 1, Time: 26.5 seconds
Sample 100, Group score: 0, Time: 26.829 seconds
Sample 101, Group score: 1, Time: 36.464 seconds
Sample 102, Group score: 1, Time: 40.274 seconds
Sample 103, Group score: 1, Time: 25.162 seconds
Sample 104, Group score: 1, Time: 31.191 seconds
Sample 105, Group score: 1, Time: 21.018 seconds
Sample 106, Group score: 1, Time: 41.08 seconds
Sample 107, Group score: 0, Time: 37.104 seconds
Sample 108, Group score: 1, Time: 33.188 seconds
Sample 109, Group score: 1, Time: 22.833 seconds
Sample 110, Group score: 0, Time: 20.45 seconds
Sample 111, Group score: 0, Time: 23.301 seconds
Sample 112, Group score: 0, Time: 23.144 seconds
Sample 113, Group score: 1, Time: 28.833 seconds
Sample 114, Group score: 0, Time: 39.522 seconds
Sample 115, Group score: 1, Time: 32.834 seconds
Sample 116, Group score: 1, Time: 19.002 seconds
Sample 117, Group score: 0, Time: 23.688 seconds
Sample 118, Group score: 0, Time: 28.338 seconds
Sample 119, Group score: 0, Time: 36.13 seconds
Sample 120, Group score: 0, Time: 33.06 seconds
Sample 121, Group score: 1, Time: 33.528 seconds
Sample 122, Group score: 1, Time: 25.492 seconds
Sample 123, Group score: 1, Time: 28.561 seconds
Sample 124, Group score: 1, Time: 22.845 seconds
Sample 125, Group score: 0, Time: 28.044 seconds
Sample 126, Group score: 0, Time: 24.397 seconds
Sample 127, Group score: 0, Time: 32.477 seconds
Sample 128, Group score: 0, Time: 27.296 seconds
Sample 129, Group score: 0, Time: 22.749 seconds
Sample 130, Group score: 0, Time: 22.928 seconds
Sample 131, Group score: 0, Time: 35.031 seconds
Sample 132, Group score: 0, Time: 17.56 seconds
Sample 133, Group score: 0, Time: 19.66 seconds
Sample 134, Group score: 1, Time: 27.457 seconds
Sample 135, Group score: 0, Time: 31.264 seconds
Sample 136, Group score: 1, Time: 24.643 seconds
Sample 137, Group score: 0, Time: 21.183 seconds
Sample 138, Group score: 0, Time: 32.814 seconds
Sample 139, Group score: 0, Time: 23.837 seconds
Sample 140, Group score: 0, Time: 26.468 seconds
Sample 141, Group score: 0, Time: 23.87 seconds
Sample 142, Group score: 1, Time: 20.389 seconds
Sample 143, Group score: 0, Time: 27.067 seconds
Sample 144, Group score: 0, Time: 23.893 seconds
Sample 145, Group score: 0, Time: 38.04 seconds
Sample 146, Group score: 1, Time: 37.944 seconds
Sample 147, Group score: 0, Time: 20.764 seconds
Sample 148, Group score: 0, Time: 26.111 seconds
Sample 149, Group score: 0, Time: 25.345 seconds
Sample 150, Group score: 1, Time: 19.772 seconds
Sample 151, Group score: 1, Time: 19.86 seconds
Sample 152, Group score: 0, Time: 25.23 seconds
Sample 153, Group score: 1, Time: 47.235 seconds
Sample 154, Group score: 1, Time: 31.699 seconds
Sample 155, Group score: 0, Time: 20.997 seconds
Sample 156, Group score: 0, Time: 29.038 seconds
Sample 157, Group score: 1, Time: 23.619 seconds
Sample 158, Group score: 1, Time: 38.317 seconds
Sample 159, Group score: 0, Time: 39.279 seconds
Sample 160, Group score: 1, Time: 32.506 seconds
Sample 161, Group score: 0, Time: 30.41 seconds
Sample 162, Group score: 0, Time: 22.82 seconds
Sample 163, Group score: 1, Time: 35.318 seconds
Sample 164, Group score: 0, Time: 22.834 seconds
Sample 165, Group score: 1, Time: 31.372 seconds
Sample 166, Group score: 0, Time: 25.142 seconds
Sample 167, Group score: 0, Time: 20.441 seconds
Sample 168, Group score: 0, Time: 19.873 seconds
Sample 169, Group score: 0, Time: 18.364 seconds
Sample 170, Group score: 1, Time: 23.667 seconds
Sample 171, Group score: 0, Time: 21.09 seconds
Sample 172, Group score: 1, Time: 20.627 seconds
Sample 173, Group score: 0, Time: 30.408 seconds
Sample 174, Group score: 0, Time: 27.858 seconds
Sample 175, Group score: 1, Time: 23.813 seconds
Sample 176, Group score: 0, Time: 27.183 seconds
Sample 177, Group score: 0, Time: 28.733 seconds
Sample 178, Group score: 0, Time: 36.695 seconds
Sample 179, Group score: 1, Time: 20.699 seconds
Sample 180, Group score: 0, Time: 24.904 seconds
Sample 181, Group score: 0, Time: 24.871 seconds
Sample 182, Group score: 0, Time: 42.298 seconds
Sample 183, Group score: 0, Time: 19.705 seconds
Sample 184, Group score: 0, Time: 23.728 seconds
Sample 185, Group score: 0, Time: 27.27 seconds
Sample 186, Group score: 0, Time: 23.503 seconds
Sample 187, Group score: 0, Time: 24.387 seconds
Sample 188, Group score: 0, Time: 23.991 seconds
Sample 189, Group score: 0, Time: 23.877 seconds
Sample 190, Group score: 0, Time: 20.004 seconds
Sample 191, Group score: 0, Time: 27.854 seconds
Sample 192, Group score: 0, Time: 18.591 seconds
Sample 193, Group score: 0, Time: 22.673 seconds
Sample 194, Group score: 0, Time: 26.353 seconds
Sample 195, Group score: 1, Time: 21.958 seconds
Sample 196, Group score: 0, Time: 19.849 seconds
Sample 197, Group score: 0, Time: 36.049 seconds
Sample 198, Group score: 1, Time: 30.755 seconds
Sample 199, Group score: 0, Time: 26.62 seconds
Sample 200, Group score: 0, Time: 25.19 seconds
Sample 201, Group score: 0, Time: 41.983 seconds
Sample 202, Group score: 0, Time: 26.05 seconds
Sample 203, Group score: 0, Time: 19.923 seconds
Sample 204, Group score: 1, Time: 24.116 seconds
Sample 205, Group score: 1, Time: 17.826 seconds
Sample 206, Group score: 0, Time: 25.846 seconds
Sample 207, Group score: 0, Time: 51.459 seconds
Sample 208, Group score: 0, Time: 21.265 seconds
Sample 209, Group score: 0, Time: 32.903 seconds
Sample 210, Group score: 1, Time: 31.753 seconds
Sample 211, Group score: 0, Time: 31.946 seconds
Sample 212, Group score: 1, Time: 19.401 seconds
Sample 213, Group score: 0, Time: 28.356 seconds
Sample 214, Group score: 0, Time: 30.743 seconds
Sample 215, Group score: 0, Time: 27.654 seconds
Sample 216, Group score: 0, Time: 26.275 seconds
Sample 217, Group score: 0, Time: 26.199 seconds
Sample 218, Group score: 0, Time: 27.046 seconds
Sample 219, Group score: 0, Time: 19.708 seconds
Sample 220, Group score: 0, Time: 25.652 seconds
Sample 221, Group score: 1, Time: 28.436 seconds
Sample 222, Group score: 1, Time: 31.011 seconds
Sample 223, Group score: 1, Time: 27.285 seconds
Sample 224, Group score: 1, Time: 21.193 seconds
Sample 225, Group score: 0, Time: 22.343 seconds
Sample 226, Group score: 0, Time: 30.062 seconds
Sample 227, Group score: 0, Time: 20.05 seconds
Sample 228, Group score: 0, Time: 23.65 seconds
Sample 229, Group score: 0, Time: 26.789 seconds
Sample 230, Group score: 0, Time: 28.326 seconds
Sample 231, Group score: 1, Time: 34.141 seconds
Sample 232, Group score: 0, Time: 29.366 seconds
Sample 233, Group score: 0, Time: 21.59 seconds
Sample 234, Group score: 1, Time: 22.823 seconds
Sample 235, Group score: 0, Time: 22.277 seconds
Sample 236, Group score: 0, Time: 22.662 seconds
Sample 237, Group score: 0, Time: 49.925 seconds
Sample 238, Group score: 0, Time: 22.296 seconds
Sample 239, Group score: 0, Time: 12.842 seconds
Sample 240, Group score: 0, Time: 36.148 seconds
Sample 241, Group score: 0, Time: 24.322 seconds
Sample 242, Group score: 0, Time: 29.368 seconds
Sample 243, Group score: 0, Time: 20.757 seconds
Sample 244, Group score: 0, Time: 43.053 seconds
Sample 245, Group score: 1, Time: 18.914 seconds
Sample 246, Group score: 0, Time: 26.126 seconds
Sample 247, Group score: 0, Time: 42.581 seconds
Sample 248, Group score: 0, Time: 20.924 seconds
Sample 249, Group score: 0, Time: 23.297 seconds
Sample 250, Group score: 1, Time: 29.703 seconds
Sample 251, Group score: 0, Time: 27.546 seconds
Sample 252, Group score: 1, Time: 23.723 seconds
Sample 253, Group score: 1, Time: 23.768 seconds
Sample 254, Group score: 0, Time: 17.572 seconds
Sample 255, Group score: 0, Time: 23.757 seconds
Sample 256, Group score: 1, Time: 23.19 seconds
Sample 257, Group score: 0, Time: 28.213 seconds
Sample 258, Group score: 0, Time: 23.108 seconds
Sample 259, Group score: 1, Time: 25.635 seconds
Sample 260, Group score: 0, Time: 24.026 seconds
Sample 261, Group score: 0, Time: 26.741 seconds
Sample 262, Group score: 0, Time: 28.387 seconds
Sample 263, Group score: 0, Time: 23.261 seconds
Sample 264, Group score: 0, Time: 21.164 seconds
Sample 265, Group score: 0, Time: 40.055 seconds
Sample 266, Group score: 0, Time: 16.008 seconds
Sample 267, Group score: 0, Time: 23.008 seconds
Sample 268, Group score: 0, Time: 30.936 seconds
Sample 269, Group score: 1, Time: 28.275 seconds
Sample 270, Group score: 1, Time: 30.138 seconds
Sample 271, Group score: 0, Time: 27.794 seconds
Sample 272, Group score: 1, Time: 25.737 seconds
Sample 273, Group score: 0, Time: 27.407 seconds
Sample 274, Group score: 0, Time: 25.932 seconds
Sample 275, Group score: 1, Time: 25.406 seconds
Sample 276, Group score: 0, Time: 21.811 seconds
Sample 277, Group score: 0, Time: 21.907 seconds
Sample 278, Group score: 0, Time: 30.964 seconds
Sample 279, Group score: 0, Time: 22.656 seconds
Sample 280, Group score: 0, Time: 26.87 seconds
Sample 281, Group score: 0, Time: 31.988 seconds
Sample 282, Group score: 0, Time: 15.556 seconds
Sample 283, Group score: 0, Time: 46.833 seconds
Sample 284, Group score: 1, Time: 29.175 seconds
Sample 285, Group score: 0, Time: 29.865 seconds
Sample 286, Group score: 0, Time: 26.167 seconds
Sample 287, Group score: 0, Time: 35.055 seconds
Sample 288, Group score: 0, Time: 27.59 seconds
Sample 289, Group score: 0, Time: 30.693 seconds
Sample 290, Group score: 0, Time: 41.649 seconds
Sample 291, Group score: 0, Time: 27.31 seconds
Sample 292, Group score: 0, Time: 30.071 seconds
Sample 293, Group score: 0, Time: 30.899 seconds
Sample 294, Group score: 0, Time: 34.404 seconds
Sample 295, Group score: 0, Time: 27.546 seconds
Sample 296, Group score: 1, Time: 28.008 seconds
Sample 297, Group score: 0, Time: 23.244 seconds
Sample 298, Group score: 0, Time: 31.614 seconds
Sample 299, Group score: 0, Time: 37.027 seconds
Sample 300, Group score: 0, Time: 38.673 seconds
Sample 301, Group score: 0, Time: 26.866 seconds
Sample 302, Group score: 0, Time: 31.116 seconds
Sample 303, Group score: 0, Time: 27.343 seconds
Sample 304, Group score: 0, Time: 17.817 seconds
Sample 305, Group score: 1, Time: 41.756 seconds
Sample 306, Group score: 0, Time: 30.962 seconds
Sample 307, Group score: 0, Time: 32.471 seconds
Sample 308, Group score: 0, Time: 26.415 seconds
Sample 309, Group score: 0, Time: 26.638 seconds
Sample 310, Group score: 0, Time: 20.485 seconds
Sample 311, Group score: 0, Time: 30.496 seconds
Sample 312, Group score: 0, Time: 28.282 seconds
Sample 313, Group score: 0, Time: 26.53 seconds
Sample 314, Group score: 0, Time: 28.534 seconds
Sample 315, Group score: 1, Time: 31.476 seconds
Sample 316, Group score: 0, Time: 31.961 seconds
Sample 317, Group score: 0, Time: 31.782 seconds
Sample 318, Group score: 1, Time: 19.533 seconds
Sample 319, Group score: 0, Time: 25.166 seconds
Sample 320, Group score: 1, Time: 20.974 seconds
Sample 321, Group score: 0, Time: 56.149 seconds
Sample 322, Group score: 0, Time: 20.4 seconds
Sample 323, Group score: 0, Time: 22.019 seconds
Sample 324, Group score: 0, Time: 27.856 seconds
Sample 325, Group score: 0, Time: 22.188 seconds
Sample 326, Group score: 0, Time: 32.906 seconds
Sample 327, Group score: 0, Time: 36.085 seconds
Sample 328, Group score: 1, Time: 29.578 seconds
Sample 329, Group score: 0, Time: 26.51 seconds
Sample 330, Group score: 0, Time: 39.962 seconds
Sample 331, Group score: 0, Time: 29.247 seconds
Sample 332, Group score: 0, Time: 23.838 seconds
Sample 333, Group score: 1, Time: 28.595 seconds
Sample 334, Group score: 1, Time: 20.398 seconds
Sample 335, Group score: 0, Time: 34.188 seconds
Sample 336, Group score: 0, Time: 36.794 seconds
Sample 337, Group score: 0, Time: 27.126 seconds
Sample 338, Group score: 0, Time: 24.688 seconds
Sample 339, Group score: 1, Time: 27.093 seconds
Sample 340, Group score: 1, Time: 27.113 seconds
Sample 341, Group score: 1, Time: 34.316 seconds
Sample 342, Group score: 0, Time: 26.212 seconds
Sample 343, Group score: 0, Time: 28.458 seconds
Sample 344, Group score: 0, Time: 24.056 seconds
Sample 345, Group score: 0, Time: 26.061 seconds
Sample 346, Group score: 1, Time: 27.263 seconds
Sample 347, Group score: 0, Time: 17.826 seconds
Sample 348, Group score: 0, Time: 30.69 seconds
Sample 349, Group score: 1, Time: 26.084 seconds
Sample 350, Group score: 0, Time: 26.056 seconds
Sample 351, Group score: 0, Time: 31.554 seconds
Sample 352, Group score: 1, Time: 31.441 seconds
Sample 353, Group score: 0, Time: 26.771 seconds
Sample 354, Group score: 0, Time: 27.864 seconds
Sample 355, Group score: 0, Time: 25.529 seconds
Sample 356, Group score: 0, Time: 24.607 seconds
Sample 357, Group score: 0, Time: 31.674 seconds
Sample 358, Group score: 1, Time: 23.645 seconds
Sample 359, Group score: 1, Time: 28.594 seconds
Sample 360, Group score: 0, Time: 34.622 seconds
Sample 361, Group score: 0, Time: 26.884 seconds
Sample 362, Group score: 0, Time: 34.933 seconds
Sample 363, Group score: 0, Time: 25.446 seconds
Sample 364, Group score: 1, Time: 42.034 seconds
Sample 365, Group score: 0, Time: 35.561 seconds
Sample 366, Group score: 0, Time: 23.531 seconds
Sample 367, Group score: 0, Time: 30.701 seconds
Sample 368, Group score: 1, Time: 20.969 seconds
Sample 369, Group score: 0, Time: 29.084 seconds
Sample 370, Group score: 1, Time: 45.452 seconds
Sample 371, Group score: 0, Time: 22.981 seconds
Sample 372, Group score: 0, Time: 26.364 seconds
Sample 373, Group score: 1, Time: 32.602 seconds
Sample 374, Group score: 0, Time: 22.571 seconds
Sample 375, Group score: 0, Time: 34.835 seconds
Sample 376, Group score: 1, Time: 26.313 seconds
Sample 377, Group score: 0, Time: 37.175 seconds
Sample 378, Group score: 0, Time: 26.417 seconds
Sample 379, Group score: 0, Time: 34.887 seconds
Sample 380, Group score: 0, Time: 30.801 seconds
Sample 381, Group score: 0, Time: 34.21 seconds
Sample 382, Group score: 0, Time: 26.698 seconds
Sample 383, Group score: 1, Time: 33.888 seconds
Sample 384, Group score: 1, Time: 24.777 seconds
Sample 385, Group score: 0, Time: 30.78 seconds
Sample 386, Group score: 0, Time: 23.788 seconds
Sample 387, Group score: 0, Time: 33.099 seconds
Sample 388, Group score: 1, Time: 26.662 seconds
Sample 389, Group score: 0, Time: 34.132 seconds
Sample 390, Group score: 0, Time: 36.267 seconds
Sample 391, Group score: 1, Time: 23.671 seconds
Sample 392, Group score: 0, Time: 27.843 seconds
Sample 393, Group score: 0, Time: 48.692 seconds
Sample 394, Group score: 0, Time: 20.807 seconds
Sample 395, Group score: 0, Time: 25.952 seconds
Sample 396, Group score: 0, Time: 23.731 seconds
Sample 397, Group score: 1, Time: 45.386 seconds
Sample 398, Group score: 0, Time: 27.311 seconds
Sample 399, Group score: 0, Time: 23.949 seconds
