Sample 0, Group score: 0, Time: 33.037 seconds
Sample 216, Group score: 1, Time: 44.248 seconds
Sample 217, Group score: 0, Time: 30.97 seconds
Sample 218, Group score: 0, Time: 28.422 seconds
Sample 219, Group score: 1, Time: 25.498 seconds
Sample 220, Group score: 0, Time: 30.81 seconds
Sample 221, Group score: 1, Time: 45.011 seconds
Sample 222, Group score: 1, Time: 29.625 seconds
Sample 223, Group score: 0, Time: 26.409 seconds
Sample 224, Group score: 1, Time: 41.118 seconds
Sample 225, Group score: 0, Time: 26.589 seconds
Sample 226, Group score: 0, Time: 28.715 seconds
Sample 227, Group score: 0, Time: 29.595 seconds
Sample 228, Group score: 0, Time: 33.483 seconds
Sample 229, Group score: 0, Time: 27.995 seconds
Sample 230, Group score: 0, Time: 24.919 seconds
Sample 231, Group score: 0, Time: 24.901 seconds
Sample 232, Group score: 0, Time: 29.101 seconds
Sample 233, Group score: 0, Time: 37.235 seconds
Sample 234, Group score: 0, Time: 31.484 seconds
Sample 235, Group score: 1, Time: 30.923 seconds
Sample 236, Group score: 0, Time: 25.672 seconds
Sample 237, Group score: 0, Time: 33.55 seconds
Sample 238, Group score: 0, Time: 37.898 seconds
Sample 239, Group score: 0, Time: 23.138 seconds
Sample 240, Group score: 1, Time: 42.288 seconds
Sample 241, Group score: 0, Time: 24.742 seconds
Sample 242, Group score: 0, Time: 30.567 seconds
Sample 243, Group score: 1, Time: 24.878 seconds
Sample 244, Group score: 0, Time: 34.998 seconds
Sample 245, Group score: 1, Time: 23.098 seconds
Sample 246, Group score: 1, Time: 29.16 seconds
Sample 247, Group score: 1, Time: 32.68 seconds
Sample 248, Group score: 0, Time: 27.917 seconds
Sample 249, Group score: 1, Time: 33.207 seconds
Sample 250, Group score: 1, Time: 33.254 seconds
Sample 251, Group score: 0, Time: 29.57 seconds
Sample 252, Group score: 1, Time: 25.854 seconds
Sample 253, Group score: 0, Time: 32.802 seconds
Sample 254, Group score: 0, Time: 22.958 seconds
Sample 255, Group score: 0, Time: 39.56 seconds
Sample 256, Group score: 0, Time: 29.015 seconds
Sample 257, Group score: 0, Time: 28.03 seconds
Sample 258, Group score: 1, Time: 35.904 seconds
Sample 259, Group score: 0, Time: 26.125 seconds
Sample 260, Group score: 0, Time: 28.111 seconds
Sample 261, Group score: 0, Time: 23.876 seconds
Sample 262, Group score: 0, Time: 28.974 seconds
Sample 263, Group score: 0, Time: 26.683 seconds
Sample 264, Group score: 0, Time: 24.935 seconds
Sample 265, Group score: 1, Time: 27.659 seconds
Sample 266, Group score: 0, Time: 27.564 seconds
Sample 267, Group score: 0, Time: 34.604 seconds
Sample 268, Group score: 1, Time: 26.188 seconds
Sample 269, Group score: 1, Time: 40.073 seconds
Sample 270, Group score: 1, Time: 30.853 seconds
Sample 271, Group score: 0, Time: 24.045 seconds
Sample 272, Group score: 0, Time: 25.787 seconds
Sample 273, Group score: 1, Time: 30.389 seconds
Sample 274, Group score: 0, Time: 28.222 seconds
Sample 275, Group score: 0, Time: 31.947 seconds
Sample 276, Group score: 0, Time: 33.005 seconds
Sample 277, Group score: 0, Time: 36.385 seconds
Sample 278, Group score: 0, Time: 31.407 seconds
Sample 279, Group score: 0, Time: 35.159 seconds
Sample 280, Group score: 0, Time: 36.509 seconds
Sample 281, Group score: 0, Time: 60.539 seconds
Sample 282, Group score: 0, Time: 23.047 seconds
Sample 283, Group score: 0, Time: 49.622 seconds
Sample 284, Group score: 0, Time: 58.759 seconds
Sample 285, Group score: 0, Time: 35.653 seconds
Sample 286, Group score: 0, Time: 37.092 seconds
Sample 287, Group score: 0, Time: 33.567 seconds
Sample 288, Group score: 0, Time: 37.771 seconds
Sample 289, Group score: 0, Time: 42.559 seconds
Sample 290, Group score: 0, Time: 49.405 seconds
Sample 291, Group score: 0, Time: 27.642 seconds
Sample 292, Group score: 0, Time: 42.667 seconds
Sample 293, Group score: 0, Time: 32.52 seconds
Sample 294, Group score: 1, Time: 39.599 seconds
Sample 295, Group score: 0, Time: 35.369 seconds
Sample 296, Group score: 0, Time: 30.166 seconds
Sample 297, Group score: 0, Time: 27.102 seconds
Sample 298, Group score: 0, Time: 34.133 seconds
Sample 299, Group score: 0, Time: 35.792 seconds
Sample 300, Group score: 0, Time: 43.923 seconds
Sample 301, Group score: 1, Time: 26.213 seconds
Sample 302, Group score: 0, Time: 37.181 seconds
Sample 303, Group score: 1, Time: 21.247 seconds
Sample 304, Group score: 0, Time: 35.496 seconds
Sample 305, Group score: 0, Time: 34.493 seconds
Sample 306, Group score: 0, Time: 29.415 seconds
Sample 307, Group score: 1, Time: 39.293 seconds
Sample 308, Group score: 0, Time: 47.916 seconds
Sample 309, Group score: 1, Time: 30.217 seconds
Sample 310, Group score: 0, Time: 37.428 seconds
Sample 311, Group score: 0, Time: 31.006 seconds
Sample 312, Group score: 1, Time: 18.763 seconds
Sample 313, Group score: 1, Time: 26.752 seconds
Sample 314, Group score: 0, Time: 23.298 seconds
Sample 315, Group score: 0, Time: 30.81 seconds
Sample 316, Group score: 0, Time: 52.529 seconds
Sample 317, Group score: 0, Time: 26.083 seconds
Sample 318, Group score: 1, Time: 45.062 seconds
Sample 319, Group score: 0, Time: 33.911 seconds
Sample 320, Group score: 0, Time: 39.653 seconds
Sample 321, Group score: 1, Time: 37.558 seconds
Sample 322, Group score: 0, Time: 33.091 seconds
Sample 323, Group score: 0, Time: 47.046 seconds
Sample 324, Group score: 0, Time: 33.217 seconds
Sample 325, Group score: 1, Time: 24.459 seconds
Sample 326, Group score: 1, Time: 29.997 seconds
Sample 327, Group score: 0, Time: 30.602 seconds
Sample 328, Group score: 0, Time: 34.401 seconds
Sample 329, Group score: 0, Time: 36.83 seconds
Sample 330, Group score: 1, Time: 26.97 seconds
Sample 331, Group score: 0, Time: 46.038 seconds
Sample 332, Group score: 0, Time: 33.027 seconds
Sample 333, Group score: 1, Time: 48.655 seconds
Sample 334, Group score: 1, Time: 28.183 seconds
Sample 335, Group score: 1, Time: 26.93 seconds
Sample 336, Group score: 0, Time: 42.748 seconds
Sample 337, Group score: 0, Time: 34.237 seconds
Sample 338, Group score: 0, Time: 38.074 seconds
Sample 339, Group score: 0, Time: 32.132 seconds
Sample 340, Group score: 0, Time: 27.36 seconds
Sample 341, Group score: 0, Time: 27.15 seconds
Sample 342, Group score: 0, Time: 39.966 seconds
Sample 343, Group score: 0, Time: 47.416 seconds
Sample 344, Group score: 1, Time: 40.111 seconds
Sample 345, Group score: 0, Time: 47.415 seconds
Sample 346, Group score: 1, Time: 34.958 seconds
Sample 347, Group score: 0, Time: 33.878 seconds
Sample 348, Group score: 0, Time: 35.691 seconds
Sample 349, Group score: 1, Time: 26.141 seconds
Sample 350, Group score: 1, Time: 51.51 seconds
Sample 351, Group score: 0, Time: 42.982 seconds
Sample 352, Group score: 0, Time: 30.588 seconds
Sample 353, Group score: 0, Time: 30.673 seconds
Sample 354, Group score: 1, Time: 29.455 seconds
Sample 355, Group score: 0, Time: 26.121 seconds
Sample 356, Group score: 0, Time: 37.296 seconds
Sample 357, Group score: 0, Time: 36.794 seconds
Sample 358, Group score: 0, Time: 39.045 seconds
Sample 359, Group score: 1, Time: 33.857 seconds
Sample 360, Group score: 0, Time: 39.716 seconds
Sample 361, Group score: 0, Time: 31.355 seconds
Sample 362, Group score: 0, Time: 27.28 seconds
Sample 363, Group score: 1, Time: 27.506 seconds
Sample 364, Group score: 1, Time: 29.134 seconds
Sample 365, Group score: 0, Time: 27.772 seconds
Sample 366, Group score: 0, Time: 45.086 seconds
Sample 367, Group score: 1, Time: 38.461 seconds
Sample 368, Group score: 1, Time: 29.954 seconds
Sample 369, Group score: 0, Time: 42.368 seconds
Sample 370, Group score: 1, Time: 29.779 seconds
Sample 371, Group score: 1, Time: 50.179 seconds
Sample 372, Group score: 1, Time: 22.729 seconds
Sample 373, Group score: 0, Time: 30.427 seconds
Sample 374, Group score: 0, Time: 39.334 seconds
Sample 375, Group score: 0, Time: 32.592 seconds
Sample 376, Group score: 1, Time: 27.913 seconds
Sample 377, Group score: 0, Time: 35.49 seconds
Sample 378, Group score: 1, Time: 30.39 seconds
Sample 379, Group score: 1, Time: 27.296 seconds
Sample 380, Group score: 0, Time: 25.818 seconds
Sample 381, Group score: 0, Time: 38.342 seconds
Sample 382, Group score: 0, Time: 27.771 seconds
Sample 383, Group score: 0, Time: 32.884 seconds
Sample 384, Group score: 1, Time: 29.836 seconds
Sample 385, Group score: 0, Time: 53.587 seconds
Sample 386, Group score: 0, Time: 31.589 seconds
Sample 387, Group score: 0, Time: 33.554 seconds
Sample 388, Group score: 0, Time: 27.713 seconds
Sample 389, Group score: 0, Time: 28.942 seconds
Sample 390, Group score: 0, Time: 50.728 seconds
Sample 391, Group score: 0, Time: 39.884 seconds
Sample 392, Group score: 0, Time: 25.26 seconds
Sample 393, Group score: 0, Time: 42.507 seconds
Sample 394, Group score: 0, Time: 37.734 seconds
Sample 395, Group score: 0, Time: 34.479 seconds
Sample 396, Group score: 0, Time: 29.565 seconds
Sample 397, Group score: 0, Time: 30.705 seconds
Sample 398, Group score: 0, Time: 25.339 seconds
Sample 399, Group score: 0, Time: 43.967 seconds
Sample 59, Group score: 0, Time: 38.983 seconds
